area,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,price_per_sft
1750,3,3,1,12th,3,"Ramna, Dhaka, Bangladesh","10,000.00৳"
1102,2,3,1,8th,Tiled,"Farmgate, Dhaka, Bangladesh","6,500.00৳"
1275,3,3,Space,1st,,"Tejgaon, Dhaka, Bangladesh","6,500.00৳"
1650,3,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,500.00৳"
1890,3,3,Space,7th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,300.00৳"
1050,2,2,Space,2nd,1,"Bashundhara RA, Dhaka, Bangladesh","6,200.00৳"
1050,1,2,1,4th,Tiled,"Badda, Dhaka, Bangladesh","5,000.00৳"
1550,3,3,Room,2nd,,"Bashundhara RA, Dhaka, Bangladesh","7,800.00৳"
1700,4,3,1,6th,3,"Dhanmondi, Dhaka, Bangladesh","12,000.00৳"
1150,2,3,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","3,915.00৳"
2400,3,4,1,2nd,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","8,000.00৳"
2800,4,4,Space,3rd,Tiled,"Baridhara, Dhaka, Bangladesh","8,500.00৳"
1500,3,3,Space,1st,1,"Gulshan 2, Dhaka, Bangladesh","6,500.00৳"
1570,2,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","1,09,90,000.00৳"
1065,2,3,1,3rd,1,", , ","5,800.00৳"
1050,2,3,1,6th,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,096.00৳"
950,1,3,1,9th,Tiled,"Sutrapur, Dhaka, Bangladesh","4,632.00৳"
1052,3,3,1,7th,Tiled,"Khilgaon, Dhaka, Bangladesh","6,100.00৳"
1962,4,4,1,3rd,3,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1260,2,3,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
1400,1,2,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","45,00,000.00৳"
1788,3,3,1,2nd,Tiled,"Shyamoli, Dhaka, Bangladesh","9,000.00৳"
1700,2,3,1,10th,1,"Shyamoli, Dhaka, Bangladesh","8,823.00৳"
2700,4,4,1,4th,1,"Baridhara, Dhaka, Bangladesh","18,600.00৳"
928,2,2,Space,7th,1,"Mohammadpur , Dhaka, Bangladesh","5,500.00৳"
2050,3,3,Space,3rd,Tiled,"Badda, Dhaka, Bangladesh","8,300.00৳"
1415,3,3,1,2nd,Tiled,"Adabor, Dhaka, Bangladesh","4,600.00৳"
2050,3,3,Space,1st,Tiled,"Badda, Dhaka, Bangladesh","7,810.00৳"
1400,3,4,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,600.00৳"
2000,4,3,1,6th,Tiled,"Baridhara, Dhaka, Bangladesh","14,000.00৳"
1250,3,3,1,12th,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,700.00৳"
1550,3,4,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,900.00৳"
1390,4,3,1,6th,3,"Banglamotor, Dhaka, Bangladesh","9,000.00৳"
1250,1,2,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","5,200.00৳"
2500,1,2,1,4th,Tiled,"Khilkhet, Dhaka, Bangladesh","4,500.00৳"
650,1,2,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","4,700.00৳"
1255,2,3,1,9th,Tiled,"Baridhara, Dhaka, Bangladesh","7,500.00৳"
1050,1,3,1,8th,Tiled,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
1200,3,3,Space,1st,,"Dhanmondi, Dhaka, Bangladesh","8,350.00৳"
1245,2,3,1,12th,Tiled,"Rampura, Dhaka, Bangladesh","6,827.00৳"
2350,3,3,1,3rd,3,"Dhanmondi, Dhaka, Bangladesh","10,700.00৳"
1200,2,3,1,7th,Tiled,"Narsingdi Sadar, Narsingdi, Bangladesh","3,350.00৳"
1340,3,3,1,8th,Tiled,"Tejgaon, Dhaka, Bangladesh","8,500.00৳"
1350,3,3,1,8th,Tiled,"Pallabi , Dhaka, Bangladesh","6,300.00৳"
1320,2,3,1,3rd,2,"Jatrabari, Dhaka, Bangladesh","4,000.00৳"
1170,3,3,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","6,000.00৳"
1100,3,3,1,7th,Tiled,"Mirpur, Dhaka, Bangladesh","4,000.00৳"
1000,1,3,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
5,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh",Negotiable
1375,3,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,850.00৳"
1179,3,3,1,7th,Tiled,"Mohakhali, Dhaka, Bangladesh","10,000.00৳"
1600,1,3,1,5th,3,"Dhanmondi, Dhaka, Bangladesh","5,700.00৳"
1250,3,3,1,9th,Tiled,"Mirpur, Dhaka, Bangladesh","4,800.00৳"
975,2,3,Space,3rd,,"Mirpur, Dhaka, Bangladesh","4,615.00৳"
1000,2,3,Space,6th,,"Banashree, Dhaka, Bangladesh","5,000.00৳"
2050,2,3,1,5th,Tiled,"Banglamotor, Dhaka, Bangladesh","11,000.00৳"
7000,2,2,1,3rd,2,"Mirpur, Dhaka, Bangladesh","3,00,00,000.00৳"
755,1,2,1,6th,Tiled,"Mohammadpur , Dhaka, Bangladesh","3,900.00৳"
952,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","3,700.00৳"
975,3,3,1,6th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,400.00৳"
1130,3,3,1,5th,Tiled,"Badda, Dhaka, Bangladesh","5,600.00৳"
1217,1,3,1,11th,Tiled,"Shyamoli, Dhaka, Bangladesh","6,000.00৳"
982,1,2,1,6th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,300.00৳"
1180,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","5,510.00৳"
1160,1,3,1,4th,Tiled,"Motijheel, Dhaka, Bangladesh","5,000.00৳"
1360,2,3,1,7th,Tiled,"Badda, Dhaka, Bangladesh","5,882.35৳"
1800,1,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","7,500.00৳"
1475,3,3,1,5th,Tiled,"Badda, Dhaka, Bangladesh","5,700.00৳"
1250,1,2,1,1st,Tiled,"Dhanmondi, Dhaka, Bangladesh","8,000.00৳"
1136,1,3,1,6th,Tiled,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
1000,1,2,1,6th,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","6,200.00৳"
1000,3,3,1,7th,Tiled,"Mirpur, Dhaka, Bangladesh","4,000.00৳"
1112,3,3,1,4th,Tiled,"Badda, Dhaka, Bangladesh","5,200.00৳"
749,1,2,1,4th,,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
1250,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
900,2,2,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","4,300.00৳"
1410,3,3,1,4th,Tiled,"Badda, Dhaka, Bangladesh","7,500.00৳"
1500,3,3,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
1400,2,3,1,2nd,2,"Rangpur City, Rangpur, Bangladesh","3,800.00৳"
1100,2,3,1,4th,Tiled,"Kafrul, Dhaka, Bangladesh","4,500.00৳"
975,3,3,1,6th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,400.00৳"
950,2,2,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","5,00,000.00৳"
1400,3,3,1,4th,1,"DOHS Baridhara, Dhaka, Bangladesh","1,40,00,000.00৳"
1400,2,3,1,3rd,2,"DOHS Baridhara, Dhaka, Bangladesh","12,000.00৳"
1856,2,3,1,7th,2,"Pallabi , Dhaka, Bangladesh","6,500.00৳"
2400,2,3,1,6th,2,"Baridhara, Dhaka, Bangladesh","10,000.00৳"
835,2,2,1,2nd,,"Dhanmondi, Dhaka, Bangladesh","40,00,000.00৳"
650,1,2,1,6th,Tiled,"Pallabi , Dhaka, Bangladesh","3,230.00৳"
1200,3,3,1,7th,Tiled,"Pallabi , Dhaka, Bangladesh","70,00,000.00৳"
1420,3,3,1,5th,Tiled,"Pallabi , Dhaka, Bangladesh","75,00,000.00৳"
620,1,3,1,2nd,Mosaic,"Tejgaon, Dhaka, Bangladesh","3,225.00৳"
680,2,2,1,6th,Tiled,"Pallabi , Dhaka, Bangladesh","32,00,000.00৳"
1500,4,3,1,4th,Tiled,"Pallabi , Dhaka, Bangladesh","1,09,00,000.00৳"
1040,1,3,1,7th,Tiled,"Ramna, Dhaka, Bangladesh","7,500.00৳"
1437,3,3,1,1st,2,"Wari, Dhaka, Bangladesh","1,50,00,000.00৳"
830,2,2,1,4th,Tiled,"Wari, Dhaka, Bangladesh","70,00,000.00৳"
2672,2,2,1,10th,4,"Dhanmondi, Dhaka, Bangladesh","14,000.00৳"
1900,2,3,1,13th,3,"Dhanmondi, Dhaka, Bangladesh",Negotiable
1320,2,3,1,12th,3,"Pallabi , Dhaka, Bangladesh","67,00,000.00৳"
1700,3,3,1,5th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,706.00৳"
1575,3,2,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,500.00৳"
940,1,2,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,110.00৳"
1350,1,3,1,3rd,Tiled,"Khilkhet, Dhaka, Bangladesh","45,00,000.00৳"
1576,2,3,1,8th,Tiled,"Ramna, Dhaka, Bangladesh","10,000.00৳"
1850,2,4,Space,Ground,,"Daskhinkhan, Dhaka, Bangladesh","5,297.00৳"
1260,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
1200,2,3,1,9th,2,"Shahjahanpur, Dhaka, Bangladesh","5,600.00৳"
1575,3,3,3,3rd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,800.00৳"
1250,1,3,1,6th,2,"Mirpur, Dhaka, Bangladesh","65,00,000.00৳"
1150,1,2,1,1st,Mosaic,"Daskhinkhan, Dhaka, Bangladesh",Negotiable
1575,2,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,800.00৳"
1575,3,3,3,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,800.00৳"
2150,2,3,1,1st,3,"Dhanmondi, Dhaka, Bangladesh","10,000.00৳"
1850,2,3,1,7th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","1,30,00,000.00৳"
1575,3,3,Room,2nd,,"Bashundhara RA, Dhaka, Bangladesh","6,800.00৳"
1250,1,3,1,6th,2,"Mirpur, Dhaka, Bangladesh","65,00,000.00৳"
3835,4,4,1,2nd,4,"Bashundhara RA, Dhaka, Bangladesh","3,25,97,500.00৳"
1422,2,3,1,5th,2,"Bhairab, Kishoreganj, Bangladesh","3,250.00৳"
1520,3,3,Space,5th,Tiled,"Chattogram City, Chattogram, Bangladesh","8,500.00৳"
1700,2,3,1,7th,2,"Bashundhara RA, Dhaka, Bangladesh","7,900.00৳"
2150,2,3,1,1st,3,"Dhanmondi, Dhaka, Bangladesh","10,000.00৳"
3060,4,6,2,4th,4,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1800,2,4,1,9th,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
1700,2,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,000.00৳"
1830,2,3,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,120.00৳"
1800,2,3,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,700.00৳"
4500,4,4,Space,7th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","10,000.00৳"
1600,2,3,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,500.00৳"
3835,4,4,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","9,500.00৳"
1350,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,200.00৳"
2200,3,4,1,2nd,1,"Bashundhara RA, Dhaka, Bangladesh",Negotiable
2965,3,3,Space,5th,1,"Gulshan 1, Dhaka, Bangladesh","16,863.00৳"
1400,2,3,1,13th,Tiled,"Motijheel, Dhaka, Bangladesh","7,500.00৳"
1165,1,3,1,1st,Tiled,"Dhanmondi, Dhaka, Bangladesh","8,000.00৳"
1143,2,3,1,8th,Tiled,"Mirpur, Dhaka, Bangladesh","5,400.00৳"
1490,2,3,1,5th,Tiled,"Rampura, Dhaka, Bangladesh","6,711.41৳"
1320,3,3,1,1st,Tiled,"Bogura Sadar, Bogura, Bangladesh","3,600.00৳"
1956,2,3,1,8th,2,"Baridhara, Dhaka, Bangladesh","15,000.00৳"
2800,3,4,1,3rd,Tiled,"Baridhara, Dhaka, Bangladesh","8,500.00৳"
1400,2,3,1,5th,Tiled,"Cumilla City, Cumilla, Bangladesh","4,200.00৳"
1010,1,3,1,6th,3,", , ","8,000.00৳"
1850,2,3,1,1st,3,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1850,2,3,1,1st,3,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1600,2,3,1,2nd,Tiled,"Kafrul, Dhaka, Bangladesh","5,500.00৳"
1300,2,3,1,9th,3,"Bashundhara RA, Dhaka, Bangladesh","8,461.00৳"
1875,2,3,1,4th,4,"Kafrul, Dhaka, Bangladesh",Negotiable
1350,2,3,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,666.67৳"
3835,2,4,1,2nd,4,"Bashundhara RA, Dhaka, Bangladesh","8,200.00৳"
1075,1,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,050.00৳"
1025,1,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,860.00৳"
705,1,2,1,3rd,Tiled,"Shah Ali, Dhaka, Bangladesh","4,500.00৳"
1130,2,3,1,10th,Tiled,"Faridpur Sadar, Faridpur, Bangladesh",Negotiable
2350,2,4,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,250.00৳"
2140,2,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","14,719.63৳"
760,1,2,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1400,2,3,1,6th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1500,2,3,1,2nd,3,"Bashundhara RA, Dhaka, Bangladesh","1,20,00,000.00৳"
1245,1,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,648.95৳"
1090,1,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,963.30৳"
1570,2,3,1,3rd,4,"Kafrul, Dhaka, Bangladesh","5,095.00৳"
1797,2,3,1,12th,Tiled,"Mirpur, Dhaka, Bangladesh","6,500.00৳"
1200,2,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,800.00৳"
1300,2,3,1,6th,Tiled,"Kafrul, Dhaka, Bangladesh","5,384.00৳"
14000,2,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","92,00,000.00৳"
1596,2,3,1,6th,Tiled,"Kafrul, Dhaka, Bangladesh","90,00,000.00৳"
1100,1,3,1,1st,1,"DOHS Mirpur, Dhaka, Bangladesh","6,818.18৳"
1200,1,2,1,Ground,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","7,083.00৳"
2200,2,3,1,3rd,2,"DOHS Mirpur, Dhaka, Bangladesh","7,955.00৳"
1140,2,2,1,2nd,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","7,500.00৳"
2300,2,3,1,2nd,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","8,000.00৳"
1760,2,3,1,10th,2,"Banani, Dhaka, Bangladesh","11,420.00৳"
1300,2,3,1,9th,Tiled,", , ","5,500.00৳"
2750,2,3,1,4th,2,"DOHS Baridhara, Dhaka, Bangladesh",Negotiable
760,1,2,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","38,00,000.00৳"
2700,3,3,Space,4th,Tiled,"Baridhara, Dhaka, Bangladesh","18,703.00৳"
1720,3,3,1,3rd,3,"Pallabi , Dhaka, Bangladesh","6,100.00৳"
1,3,3,1,2nd,3,"Savar, Dhaka, Bangladesh","5,000.00৳"
1070,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,000.00৳"
1400,2,3,1,2nd,Tiled,"New Market, Dhaka, Bangladesh","11,000.00৳"
956,1,3,1,8th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,277.00৳"
1725,3,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
1000,1,2,1,4th,Tiled,"Rampura, Dhaka, Bangladesh","6,000.00৳"
1725,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","9,000.00৳"
1200,2,3,1,3rd,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","6,666.67৳"
4,1,2,1,6th,3,"Narayanganj, Narayanganj, Bangladesh","3,500.00৳"
700,1,2,1,5th,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,570.00৳"
1000,1,3,1,6th,Tiled,"Mohammadpur , Dhaka, Bangladesh","6,000.00৳"
2800,3,4,1,5th,4,"DOHS Baridhara, Dhaka, Bangladesh",Negotiable
3000,2,3,1,2nd,5,"Dhanmondi, Dhaka, Bangladesh","15,000.00৳"
1350,1,3,2,2nd,,"Mohammadpur , Dhaka, Bangladesh","7,900.00৳"
650,1,2,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","9,300.00৳"
1263,2,3,1,1st,Tiled,", , ",Negotiable
360,1,1,Space,4th,,"Mirpur, Dhaka, Bangladesh",Negotiable
4,1,2,1,3rd, Other,", , ","6,30,000.00৳"
1856,2,3,1,9th,3,", , ",Negotiable
1835,2,3,1,1st,Tiled,"Moghbazar, Dhaka, Bangladesh","7,750.00৳"
1441,2,3,1,9th,Tiled,", , ",Negotiable
1739,2,3,1,3rd,Tiled,"Moghbazar, Dhaka, Bangladesh","7,750.00৳"
1738,2,3,1,3rd,3,", , ",Negotiable
1720,3,3,Space,3rd,,"Malibagh, Dhaka, Bangladesh","7,000.00৳"
1180,1,3,1,1st,1,"Mirpur, Dhaka, Bangladesh","3,390.00৳"
1133,2,3,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","4,060.00৳"
1100,2,3,1,3rd,Tiled,", , ","4,500.00৳"
750,1,2,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","3,067.00৳"
Space,Space,Tiled,,1st,,"Singiar, Manikganj, Bangladesh",Negotiable
850,1,4,1,8th,Tiled,"Mirpur, Dhaka, Bangladesh","7,647.00৳"
1350,2,3,1,4th,Tiled,", , ","4,200.00৳"
1200,2,4,1,7th,Tiled,"Bashundhara RA, Dhaka, Bangladesh","10,000.00৳"
1684,2,3,1,1st,Tiled,"Bashundhara RA, Dhaka, Bangladesh","7,000.00৳"
1165,2,3,1,7th,Tiled,"Mirpur, Dhaka, Bangladesh","5,500.00৳"
660,1,2,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","4,545.00৳"
650,1,2,1,5th,Tiled,"Mirpur, Dhaka, Bangladesh","3,846.00৳"
1000,1,2,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","4,300.00৳"
1550,2,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","5,800.00৳"
1411,2,3,1,9th,Tiled,"Dhanmondi, Dhaka, Bangladesh","6,500.00৳"
840,1,2,1,4th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,800.00৳"
1270,2,3,1,2nd,Tiled,"Mirpur, Dhaka, Bangladesh","5,118.00৳"
850,1,2,1,5th,Tiled,"Dhanmondi, Dhaka, Bangladesh","5,530.00৳"
870,1,2,1,4th,Tiled,"Badda, Dhaka, Bangladesh","4,600.00৳"
1900,2,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,500.00৳"
2220,3,3,1,1st,3,"Baridhara, Dhaka, Bangladesh","20,000.00৳"
1000,1,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1350,2,3,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","5,926.00৳"
2540,4,4,1,11th,4,"Baridhara, Dhaka, Bangladesh","21,000.00৳"
1550,1,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1190,2,3,1,6th,Tiled,"Khulna City, Khulna, Bangladesh","3,200.00৳"
750,1,2,1,Ground,Tiled,"Banashree, Dhaka, Bangladesh","3,335.00৳"
850,1,3,1,4th,Tiled,"Lalbag, Dhaka, Bangladesh","7,500.00৳"
1700,2,3,1,1st,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1300,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1140,2,3,1,3rd,Tiled,"Kallaynpur, Dhaka, Bangladesh","6,600.00৳"
1070,1,3,1,2nd,Tiled,"Daskhinkhan, Dhaka, Bangladesh","5,141.00৳"
1375,2,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",Negotiable
1700,3,4,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","5,882.00৳"
1000,1,2,1,4th,Tiled,"Khilgaon, Dhaka, Bangladesh","4,000.00৳"
1400,2,3,1,1st,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,500.00৳"
1412,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","5,500.00৳"
1710,3,3,1,2nd,Tiled,"Bashundhara RA, Dhaka, Bangladesh","6,730.00৳"
1250,2,3,1,12th,Tiled,"Mohammadpur , Dhaka, Bangladesh","8,400.00৳"
1500,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","4,500.00৳"
900,2,2,Space,1st,,"Mohammadpur , Dhaka, Bangladesh","7,777.78৳"
1324,2,3,1,10th,Tiled,"Malibagh, Dhaka, Bangladesh","6,000.00৳"
1115,1,2,1,7th,Tiled,"Chattogram City, Chattogram, Bangladesh","3,600.00৳"
1020,2,3,1,5th, Other,"Basabo, Dhaka, Bangladesh","5,000.00৳"
2154,2,3,1,4th,3,"Mohammadpur , Dhaka, Bangladesh","9,052.00৳"
1386,1,3,1,1st,Tiled,"Narayanganj, Narayanganj, Bangladesh","5,500.00৳"
1520,2,3,1,4th,Tiled,"Mohammadpur , Dhaka, Bangladesh","7,300.00৳"
1518,2,3,1,3rd,Tiled,"Mohammadpur , Dhaka, Bangladesh","8,600.00৳"
710,2,2,Space,2nd,,"Pallabi , Dhaka, Bangladesh","39,00,000.00৳"
1250,1,3,1,3rd,Tiled,"Cantonment, Dhaka, Bangladesh","10,000.00৳"
1435,2,3,1,7th,4,"Dhanmondi, Dhaka, Bangladesh","10,452.00৳"
950,1,3,1,3rd,Tiled,"Farmgate, Dhaka, Bangladesh","6,315.00৳"
1600,3,4,1,5th,Tiled,"Sylhet City, Sylhet, Bangladesh","3,000.00৳"
1450,2,3,1,1st,Tiled,"Rampura, Dhaka, Bangladesh","5,000.00৳"
870,1,2,1,6th,Tiled,"Cox's Bazar Sadar, Cox's Bazar, Bangladesh",Negotiable
2150,2,2,1,3rd,1,"Nikunja, Dhaka, Bangladesh","34,883.00৳"
1375,2,3,1,1st,Tiled,"Farmgate, Dhaka, Bangladesh","8,000.00৳"
1205,2,3,1,3rd,Tiled,"Paltan, Dhaka, Bangladesh","7,500.00৳"
2560,3,4,1,9th,4,"Baridhara, Dhaka, Bangladesh","22,000.00৳"
1250,2,3,1,11th,Tiled,"Mohammadpur , Dhaka, Bangladesh",Negotiable
2990,3,4,1,4th,2,"Baridhara, Dhaka, Bangladesh","16,722.00৳"
2360,4,4,Space,4th,Tiled,"Chattogram City, Chattogram, Bangladesh","5,000.00৳"
1150,2,3,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","5,655.00৳"
1985,2,3,1,4th,5,"Uttara West, Dhaka, Bangladesh","9,070.00৳"
1220,2,3,1,2nd,Tiled,"Mohammadpur , Dhaka, Bangladesh","10,245.00৳"
1700,2,3,1,3rd,Tiled,"Farmgate, Dhaka, Bangladesh","14,710.00৳"
1400,2,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","5,500.00৳"
1327,2,3,1,4th,Tiled,"Mirpur, Dhaka, Bangladesh","4,500.00৳"
1000,1,2,1,2nd,Tiled,"Rampura, Dhaka, Bangladesh","5,000.00৳"
900,1,2,1,14th,Tiled,"Dhanmondi, Dhaka, Bangladesh","6,000.00৳"
1240,2,3,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","4,525.00৳"
1210,1,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","4,550.00৳"
900,1,2,1,6th,Tiled,"Banashree, Dhaka, Bangladesh","5,000.00৳"
1025,2,3,1,7th,Tiled,"Banashree, Dhaka, Bangladesh","4,800.00৳"
1300,2,3,1,7th,,"Dhanmondi, Dhaka, Bangladesh","93,00,000.00৳"
1,2,3,1,3rd,Tiled,"Ramna, Dhaka, Bangladesh","12,000.00৳"
2250,2,3,1,1st,Tiled,"DOHS Mirpur, Dhaka, Bangladesh","2,10,00,000.00৳"
1550,2,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","6,775.00৳"
754,1,2,1,7th,Tiled,"Mirpur, Dhaka, Bangladesh","4,973.00৳"
1500,2,3,1,5th,Tiled,"Banashree, Dhaka, Bangladesh","5,700.00৳"
1000,2,3,Space,2nd,,"Khulna City, Khulna, Bangladesh","45,000.00৳"
920,1,3,1,8th,Tiled,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
1650,3,3,1,4th,3,"Rampura, Dhaka, Bangladesh","6,666.67৳"
1850,2,3,1,4th,Tiled,"Baridhara, Dhaka, Bangladesh","1,53,00,000.00৳"
2540,3,4,1,11th,3,"Baridhara, Dhaka, Bangladesh","19,700.00৳"
4560,3,3,Space,1st,,", , ","13,500.00৳"
1680,3,3,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,500.00৳"
1700,3,3,Space,7th,,", , ","8,500.00৳"
1200,3,3,1,7th,,", , ","6,500.00৳"
1200,2,3,1,5th,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,000.00৳"
1390,2,3,1,5th,Tiled,"Dhanmondi, Dhaka, Bangladesh","7,800.00৳"
1400,3,3,Space,7th,,"Banashree, Dhaka, Bangladesh","5,000.00৳"
850,1,3,1,4th,Tiled,", , ","7,500.00৳"
1700,2,2,1,5th,1,", , ","11,800.00৳"
1680,2,4,1,2nd,Tiled,"Banashree, Dhaka, Bangladesh","5,400.00৳"
1300,2,3,1,7th,Tiled,"Mirpur, Dhaka, Bangladesh","5,390.00৳"
1200,2,3,1,4th,Tiled,", , ","6,200.00৳"
650,1,2,1,6th,Tiled,"Mirpur, Dhaka, Bangladesh","3,384.00৳"
2200,4,4,1,5th,2,", , ","8,500.00৳"
1150,1,3,1,3rd,Tiled,"Banashree, Dhaka, Bangladesh","4,500.00৳"
1350,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","5,555.00৳"
1350,2,3,1,3rd,Tiled,"Mirpur, Dhaka, Bangladesh","7,037.00৳"
1900,3,4,1,8th,Tiled,"Kalabagan, Dhaka, Bangladesh","11,000.00৳"
935,1,2,1,8th,Tiled,"Kafrul, Dhaka, Bangladesh",Negotiable
1225,2,3,1,7th,,"Mirpur, Dhaka, Bangladesh","6,000.00৳"
1220,3,3,1,8th,Tiled,"Mirpur, Dhaka, Bangladesh","5,000.00৳"
1090,1,3,1,4th,Tiled,"Kafrul, Dhaka, Bangladesh","5,045.00৳"
1260,1,3,1,10th,Tiled,"Mirpur, Dhaka, Bangladesh","5,500.00৳"
