area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_sft,property_type
1350,3,3,3,,3rd,,"Savar, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1600,2,3,3,1,1st,,"Badda, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1000,2,1,2,1,11th,,"Dhanmondi, Dhaka, Bangladesh",,"60,00,000.00৳",Apartment
1200,2,2,3,1,2nd,,"Chattogram City, Chattogram, Bangladesh",1,"3,200.00৳",Apartment
1300,2,3,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"5,200.00৳",Apartment
1230,2,3,3,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"3,500.00৳",Apartment
1341,2,2,3,1,7th,,"Badda, Dhaka, Bangladesh",1,"4,850.00৳",Apartment
1150,2,3,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",,"4,400.00৳",Apartment
1575,2,2,3,1,9th,,"Motijheel, Dhaka, Bangladesh",,"6,400.00৳",Apartment
1130,1,2,3,1,2nd,,"Keraniganj, Dhaka, Bangladesh",1,"3,500.00৳",Apartment
1117,4,2,3,,4th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,800.00৳",Apartment
1250,1,2,3,1,6th,,"Badda, Dhaka, Bangladesh",1,"4,800.00৳",Apartment
1520,2,3,3,1,2nd,,"Chattogram City, Chattogram, Bangladesh",,"4,100.00৳",Apartment
1400,2,2,3,1,3rd,,"Chattogram City, Chattogram, Bangladesh",1,"3,000.00৳",Apartment
1450,2,,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1420,3,,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"7,042.00৳",Apartment
1700,2,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1800,2,4,3,1,2nd,,"Uttara West, Dhaka, Bangladesh",1,"1,00,00,000.00৳",Apartment
3950,3,4,4,1,1st,,"Gulshan 2, Dhaka, Bangladesh",,"20,000.00৳",Apartment
1400,2,3,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"7,715.00৳",Apartment
995,3,2,3,1,8th,,"Mirpur, Dhaka, Bangladesh",,"6,100.00৳",Apartment
2600,3,4,3,,1st,,"Uttara West, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1550,2,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",,"6,000.00৳",Apartment
1236,2,3,3,1,9th,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment
1600,2,4,3,1,5th,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1130,2,2,3,1,4th,,"Keraniganj, Dhaka, Bangladesh",1,"3,000.00৳",Apartment
1000,1,2,3,1,4th,,"Badda, Dhaka, Bangladesh",,"6,500.00৳",Apartment
2,2,1,3,1,2nd,,"Bogura Sadar, Bogura, Bangladesh",,"6,500.00৳",Apartment
1385,3,3,3,1,3rd,,"Kafrul, Dhaka, Bangladesh",,"6,000.00৳",Apartment
1500,2,3,3,1,4th,,"Kallaynpur, Dhaka, Bangladesh",1,"4,666.00৳",Apartment
820,1,2,2,1,Ground,,"Jatrabari, Dhaka, Bangladesh",,"3,500.00৳",Apartment
1475,2,3,3,1,3rd,,"Shyamoli, Dhaka, Bangladesh",1,"1,35,00,000.00৳",Apartment
2800,3,1,4,1,5th,,"Banani, Dhaka, Bangladesh",1,"8,230.00৳",Apartment
1600,3,3,3,,5th,,"Pallabi , Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1420,2,3,3,1,4th,,"Kallaynpur, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1150,1,2,3,1,7th,,"Kallaynpur, Dhaka, Bangladesh",1,"4,783.00৳",Apartment
1515,2,3,3,1,2nd,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1250,2,2,3,,4th,,"Khilgaon, Dhaka, Bangladesh",1,"4,200.00৳",Apartment
1500,3,3,3,1,3rd,,"Sher E Bangla Nagar , Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1440,2,1,3,,4th,,"Kallaynpur, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1080,2,2,3,1,1st,,"Chattogram City, Chattogram, Bangladesh",,"5,185.00৳",Apartment
2400,5,1,3,1,2nd,,"Baridhara, Dhaka, Bangladesh",1,"8,400.00৳",Apartment
1219,2,2,3,1,5th,,"Chattogram City, Chattogram, Bangladesh",2,"4,512.00৳",Apartment
2800,4,6,5,1,8th,,"Rampura, Dhaka, Bangladesh",,"4,700.00৳",Apartment
775,1,2,2,1,2nd,,"Barguna Sadar, Barguna, Bangladesh",,"3,500.00৳",Apartment
1150,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1370,2,2,3,1,5th,,"Rupnagar, Dhaka, Bangladesh",1,"3,300.00৳",Apartment
1100,2,1,2,1,6th,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"5,000.00৳",Apartment
1120,1,2,3,1,4th,,"Chattogram City, Chattogram, Bangladesh",1,"3,800.00৳",Apartment
1150,3,3,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"5,700.00৳",Apartment
1356,2,2,3,1,9th,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"5,163.00৳",Apartment
800,2,1,2,1,3rd,,"Rampura, Dhaka, Bangladesh",,"5,200.00৳",Apartment
1200,2,,3,1,4th,,"Malibagh, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1800,3,3,3,1,3rd,,"Pallabi , Dhaka, Bangladesh",1,"6,666.00৳",Apartment
950,1,1,2,1,5th,,"Rampura, Dhaka, Bangladesh",,"4,210.00৳",Apartment
1170,3,3,3,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment
850,2,1,2,1,4th,,"Khilgaon, Dhaka, Bangladesh",1,Negotiable,Apartment
1183,1,2,3,1,7th,,"Tongi, Dhaka, Bangladesh",,"3,000.00৳",Apartment
980,1,1,2,1,8th,,"Banashree, Dhaka, Bangladesh",1,"5,103.00৳",Apartment
650,2,2,2,1,5th,,"Rupnagar, Dhaka, Bangladesh",,"3,900.00৳",Apartment
900,1,2,2,1,5th,,"Khilgaon, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1050,1,2,3,1,2nd,,"Rampura, Dhaka, Bangladesh",,"4,952.00৳",Apartment
1000,3,2,3,,4th,,"Paltan, Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment
965,1,4,2,1,1st,,"Narayanganj, Narayanganj, Bangladesh",,"4,560.00৳",Apartment
886,2,2,3,1,Ground,,"Chattogram City, Chattogram, Bangladesh",,Negotiable,Apartment
1350,2,4,3,1,2nd,,"Savar, Dhaka, Bangladesh",,Negotiable,Apartment
1200,1,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"5,834.00৳",Apartment
1180,2,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1050,1,3,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
6550,5,2,5,1,1st,,"Gulshan 1, Dhaka, Bangladesh",4,"11,00,00,000.00৳",Apartment
1020,1,2,2,1,3rd,,"Manikganj Sadar, Manikganj, Bangladesh",2,"2,850.00৳",Apartment
1100,1,2,3,1,5th,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1040,1,1,2,1,3rd,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,400.00৳",Apartment
1700,2,4,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",,"12,000.00৳",Apartment
2100,2,2,3,1,9th,,"Basabo, Dhaka, Bangladesh",1,"4,200.00৳",Apartment
1500,3,2,3,,1st,,"Rampura, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
872,1,1,2,1,3rd,,"Banashree, Dhaka, Bangladesh",,"4,800.00৳",Apartment
1600,2,3,4,1,4th,,"Banashree, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
4200,3,5,4,1,9th,,"Gulshan 2, Dhaka, Bangladesh",2,"25,000.00৳",Apartment
850,1,2,3,1,6th,,"Banashree, Dhaka, Bangladesh",,"3,800.00৳",Apartment
1500,3,3,3,1,4th,,"Paltan, Dhaka, Bangladesh",1,"7,334.00৳",Apartment
1550,2,2,3,1,4th,,"Banashree, Dhaka, Bangladesh",1,"4,200.00৳",Apartment
1390,2,2,3,1,5th,,"Cantonment, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1000,2,1,2,1,6th,,"Rampura, Dhaka, Bangladesh",,"3,500.00৳",Apartment
1925,3,3,4,1,7th,,"Khilgaon, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1700,1,1,2,1,2nd,,"Banashree, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1350,3,2,3,,2nd,,"Shahjahanpur, Dhaka, Bangladesh",1,"6,300.00৳",Apartment
905,2,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",1,"5,200.00৳",Apartment
1050,1,1,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",,"4,300.00৳",Apartment
1922,4,2,3,1,3rd,,"Gulshan 2, Dhaka, Bangladesh",1,"12,000.00৳",Apartment
1000,1,2,1,1,8th,,", , ",1,"64,00,000.00৳",Apartment
1000,2,2,3,1,8th,,"Khilgaon, Dhaka, Bangladesh",3,"6,40,00,000.00৳",Apartment
1585,2,2,3,1,5th,,"Pallabi , Dhaka, Bangladesh",,"5,200.00৳",Apartment
1130,1,3,3,1,3rd,,"Banglamotor, Dhaka, Bangladesh",,"9,000.00৳",Apartment
850,1,1,2,1,6th,,"Kalabagan, Dhaka, Bangladesh",,"7,060.00৳",Apartment
800,2,2,2,,5th,,"Moghbazar, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1400,2,5,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"6,100.00৳",Apartment
1100,2,2,2,1,7th,,"New Market, Dhaka, Bangladesh",,"6,800.00৳",Apartment
1160,3,2,3,1,5th,,"Moghbazar, Dhaka, Bangladesh",1,"6,100.00৳",Apartment
915,2,2,2,1,2nd,,"Malibagh, Dhaka, Bangladesh",,"6,600.00৳",Apartment
1200,3,2,3,1,6th,,"Dhanmondi, Dhaka, Bangladesh",1,"6,700.00৳",Apartment
700,1,2,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"4,000.00৳",Apartment
875,1,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"4,230.00৳",Apartment
1390,2,3,3,1,9th,,"Dhanmondi, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
1795,2,1,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment
1680,2,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",,Negotiable,Apartment
1248,3,3,2,1,6th,,"Moghbazar, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
1100,2,2,2,,Ground,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,400.00৳",Apartment
1260,2,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1200,2,3,3,1,8th,,"Mohakhali, Dhaka, Bangladesh",,"5,900.00৳",Apartment
1640,3,3,3,1,2nd,,"Kalabagan, Dhaka, Bangladesh",1,"9,600.00৳",Apartment
1950,2,3,4,1,3rd,,"Pallabi , Dhaka, Bangladesh",2,"6,500.00৳",Apartment
950,1,2,3,1,4th,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1600,4,2,4,1,5th,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1260,2,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"5,160.00৳",Apartment
2680,4,2,3,1,12th,,"Banashree, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
2850,4,3,4,,1st,,"Dhanmondi, Dhaka, Bangladesh",1,"9,500.00৳",Apartment
1150,2,2,3,1,3rd,,"Tejgaon, Dhaka, Bangladesh",1,"5,680.00৳",Apartment
1000,2,1,3,1,7th,,"Badda, Dhaka, Bangladesh",,"4,700.00৳",Apartment
1500,3,3,3,1,5th,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
790,1,2,2,,6th,,"Badda, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1735,3,2,4,1,6th,,"Banashree, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1265,3,1,3,,7th,,"Dhanmondi, Dhaka, Bangladesh",1,"6,400.00৳",Apartment
1015,1,2,2,1,2nd,,"Tejgaon, Dhaka, Bangladesh",,"6,900.00৳",Apartment
1440,3,2,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,650.00৳",Apartment
945,1,2,1,1,7th,,"Badda, Dhaka, Bangladesh",,"5,291.00৳",Apartment
775,2,2,2,1,7th,,"Tejgaon, Dhaka, Bangladesh",1,"5,200.00৳",Apartment
850,1,1,2,1,4th,,"Moghbazar, Dhaka, Bangladesh",,"6,500.00৳",Apartment
875,2,2,2,1,7th,,"Moghbazar, Dhaka, Bangladesh",,"5,800.00৳",Apartment
1300,2,1,3,1,5th,,"DOHS Baridhara, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
900,1,2,2,1,6th,,"Khilgaon, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1400,3,3,3,1,1st,,"Savar, Dhaka, Bangladesh",12,"5,000.00৳",Apartment
1000,1,3,3,1,3rd,,"Banashree, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1600,3,2,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,000.00৳",Apartment
1730,3,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,100.00৳",Apartment
1252,2,4,3,1,4th,,"Ramna, Dhaka, Bangladesh",,"7,990.00৳",Apartment
1565,2,2,3,1,1st,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment
1265,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1750,3,3,3,1,12th,,"Ramna, Dhaka, Bangladesh",,"10,000.00৳",Apartment
1275,3,3,3,,1st,,"Tejgaon, Dhaka, Bangladesh",,"6,500.00৳",Apartment
1226,2,2,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,"7,500.00৳",Apartment
1700,4,3,3,1,6th,,"Dhanmondi, Dhaka, Bangladesh",1,"12,000.00৳",Apartment
1890,3,3,3,,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,300.00৳",Apartment
1050,2,1,2,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,200.00৳",Apartment
1550,3,,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,800.00৳",Apartment
1650,3,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
1050,1,2,2,1,4th,,"Badda, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1200,3,3,3,1,6th,,"Badda, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
700,1,1,2,1,1st,,"Khilkhet, Dhaka, Bangladesh",,390.00৳,Apartment
1065,2,,3,1,3rd,,", , ",1,"5,800.00৳",Apartment
950,1,1,3,1,9th,,"Sutrapur, Dhaka, Bangladesh",,"4,632.00৳",Apartment
1400,1,2,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"45,00,000.00৳",Apartment
1052,3,2,3,1,7th,,"Khilgaon, Dhaka, Bangladesh",1,"6,100.00৳",Apartment
1260,2,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1050,2,3,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"4,096.00৳",Apartment
2800,4,4,4,,3rd,,"Baridhara, Dhaka, Bangladesh",2,"8,500.00৳",Apartment
1962,4,3,4,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
1102,2,2,3,1,8th,,"Farmgate, Dhaka, Bangladesh",,"6,500.00৳",Apartment
2400,3,1,4,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Apartment
1150,2,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"3,915.00৳",Apartment
1570,2,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,09,90,000.00৳",Apartment
1415,3,3,3,1,2nd,,"Adabor, Dhaka, Bangladesh",1,"4,600.00৳",Apartment
928,2,2,2,,7th,,"Mohammadpur , Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1250,3,3,3,1,12th,,"Mohammadpur , Dhaka, Bangladesh",1,"7,700.00৳",Apartment
1788,3,3,3,1,2nd,,"Shyamoli, Dhaka, Bangladesh",1,"9,000.00৳",Apartment
2000,4,4,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"14,000.00৳",Apartment
1550,3,2,4,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"4,900.00৳",Apartment
1400,3,2,4,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",1,"6,600.00৳",Apartment
1700,2,1,3,1,10th,,"Shyamoli, Dhaka, Bangladesh",1,"8,823.00৳",Apartment
1390,4,3,3,1,6th,,"Banglamotor, Dhaka, Bangladesh",1,"9,000.00৳",Apartment
1500,3,1,3,,1st,,"Gulshan 2, Dhaka, Bangladesh",1,"6,500.00৳",Apartment
2700,4,1,4,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"18,600.00৳",Apartment
1245,2,3,3,1,12th,,"Rampura, Dhaka, Bangladesh",1,"6,827.00৳",Apartment
2350,3,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"10,700.00৳",Apartment
1050,1,2,3,1,8th,,"Kafrul, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1255,2,2,3,1,9th,,"Baridhara, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
1200,2,4,3,1,7th,,"Narsingdi Sadar, Narsingdi, Bangladesh",,"3,350.00৳",Apartment
2050,3,2,3,,1st,,"Badda, Dhaka, Bangladesh",1,"7,810.00৳",Apartment
1250,1,2,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"5,200.00৳",Apartment
1200,3,3,3,,1st,,"Dhanmondi, Dhaka, Bangladesh",,"8,350.00৳",Apartment
1340,3,2,3,1,8th,,"Tejgaon, Dhaka, Bangladesh",,"8,500.00৳",Apartment
2500,1,1,2,1,4th,,"Khilkhet, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1350,3,2,3,1,8th,,"Pallabi , Dhaka, Bangladesh",1,"6,300.00৳",Apartment
2050,3,2,3,,3rd,,"Badda, Dhaka, Bangladesh",1,"8,300.00৳",Apartment
1000,2,2,3,,6th,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1600,1,3,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"5,700.00৳",Apartment
975,2,2,3,,3rd,,"Mirpur, Dhaka, Bangladesh",,"4,615.00৳",Apartment
1100,3,1,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
1179,3,3,3,1,7th,,"Mohakhali, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
650,1,2,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"4,700.00৳",Apartment
2050,2,2,3,1,5th,,"Banglamotor, Dhaka, Bangladesh",1,"11,000.00৳",Apartment
7000,2,,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",2,"3,00,00,000.00৳",Apartment
1320,2,2,3,1,3rd,,"Jatrabari, Dhaka, Bangladesh",,"4,000.00৳",Apartment
1375,3,3,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"5,850.00৳",Apartment
1170,3,3,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1000,1,,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1250,3,2,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"4,800.00৳",Apartment
1180,2,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"5,510.00৳",Apartment
1160,1,3,3,1,4th,,"Motijheel, Dhaka, Bangladesh",,"5,000.00৳",Apartment
982,1,1,2,1,6th,,"Khilgaon, Dhaka, Bangladesh",,"4,300.00৳",Apartment
1217,1,1,3,1,11th,,"Shyamoli, Dhaka, Bangladesh",,"6,000.00৳",Apartment
755,1,2,2,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"3,900.00৳",Apartment
1360,2,3,3,1,7th,,"Badda, Dhaka, Bangladesh",1,"5,882.35৳",Apartment
1475,3,3,3,1,5th,,"Badda, Dhaka, Bangladesh",1,"5,700.00৳",Apartment
1250,1,2,2,1,1st,,"Dhanmondi, Dhaka, Bangladesh",,"8,000.00৳",Apartment
1800,1,1,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"7,500.00৳",Apartment
5,2,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Apartment
1130,3,2,3,1,5th,,"Badda, Dhaka, Bangladesh",,"5,600.00৳",Apartment
952,2,1,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"3,700.00৳",Apartment
1000,1,2,2,1,6th,,"DOHS Mirpur, Dhaka, Bangladesh",,"6,200.00৳",Apartment
1112,3,2,3,1,4th,,"Badda, Dhaka, Bangladesh",,"5,200.00৳",Apartment
1500,3,3,3,1,2nd,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1100,2,2,3,1,4th,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1000,3,1,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"4,000.00৳",Apartment
975,3,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"6,400.00৳",Apartment
900,2,2,2,1,2nd,,"Kafrul, Dhaka, Bangladesh",,"4,300.00৳",Apartment
1410,3,2,3,1,4th,,"Badda, Dhaka, Bangladesh",1,"7,500.00৳",Apartment
975,3,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"6,400.00৳",Apartment
1250,2,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
1400,2,2,3,1,2nd,,"Rangpur City, Rangpur, Bangladesh",,"3,800.00৳",Apartment
1400,2,2,3,1,3rd,,"DOHS Baridhara, Dhaka, Bangladesh",1,"12,000.00৳",Apartment
749,1,,2,1,4th,,"Kafrul, Dhaka, Bangladesh",,"4,500.00৳",Apartment
1200,3,1,3,1,7th,,"Pallabi , Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment
680,2,2,2,1,6th,,"Pallabi , Dhaka, Bangladesh",,"32,00,000.00৳",Apartment
1500,4,3,3,1,4th,,"Pallabi , Dhaka, Bangladesh",1,"1,09,00,000.00৳",Apartment
650,1,1,2,1,6th,,"Pallabi , Dhaka, Bangladesh",,"3,230.00৳",Apartment
1420,3,2,3,1,5th,,"Pallabi , Dhaka, Bangladesh",1,"75,00,000.00৳",Apartment
1136,1,1,3,1,6th,,"Kafrul, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
835,2,,2,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",,"40,00,000.00৳",Apartment
1400,3,,3,1,4th,,"DOHS Baridhara, Dhaka, Bangladesh",1,"1,40,00,000.00৳",Apartment
1856,2,2,3,1,7th,,"Pallabi , Dhaka, Bangladesh",1,"6,500.00৳",Apartment
620,1,1,3,1,2nd,,"Tejgaon, Dhaka, Bangladesh",,"3,225.00৳",Apartment
1900,2,3,3,1,13th,,"Dhanmondi, Dhaka, Bangladesh",1,Negotiable,Apartment
1320,2,3,3,1,12th,,"Pallabi , Dhaka, Bangladesh",1,"67,00,000.00৳",Apartment
2400,2,2,3,1,6th,,"Baridhara, Dhaka, Bangladesh",2,"10,000.00৳",Apartment
1850,2,,4,,Ground,,"Daskhinkhan, Dhaka, Bangladesh",,"5,297.00৳",Apartment
1437,3,2,3,1,1st,,"Wari, Dhaka, Bangladesh",1,"1,50,00,000.00৳",Apartment
1700,3,1,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,706.00৳",Apartment
830,2,2,2,1,4th,,"Wari, Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment
2672,2,4,2,1,10th,,"Dhanmondi, Dhaka, Bangladesh",1,"14,000.00৳",Apartment
1576,2,2,3,1,8th,,"Ramna, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
940,1,2,2,1,2nd,,"Banashree, Dhaka, Bangladesh",,"5,110.00৳",Apartment
1040,1,1,3,1,7th,,"Ramna, Dhaka, Bangladesh",,"7,500.00৳",Apartment
950,2,2,2,1,7th,,"Banashree, Dhaka, Bangladesh",1,"5,00,000.00৳",Apartment
1250,1,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment
1260,2,,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment
1250,1,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"65,00,000.00৳",Apartment
1575,3,2,3,3,3rd,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment
1575,3,2,3,3,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment
1575,3,2,2,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",2,"5,500.00৳",Apartment
1575,2,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment
1575,3,2,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"6,800.00৳",Apartment
1850,2,3,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"1,30,00,000.00৳",Apartment
3835,4,4,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",2,"3,25,97,500.00৳",Apartment
1350,1,2,3,1,3rd,,"Khilkhet, Dhaka, Bangladesh",1,"45,00,000.00৳",Apartment
1150,1,1,2,1,1st,,"Daskhinkhan, Dhaka, Bangladesh",1,Negotiable,Apartment
1600,2,2,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"5,500.00৳",Apartment
1700,2,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,900.00৳",Apartment
1200,2,2,3,1,9th,,"Shahjahanpur, Dhaka, Bangladesh",1,"5,600.00৳",Apartment
4500,4,4,4,,7th,,"Bashundhara RA, Dhaka, Bangladesh",2,"10,000.00৳",Apartment
1800,2,,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,700.00৳",Apartment
1830,2,,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,120.00৳",Apartment
3835,4,,4,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",2,"9,500.00৳",Apartment
1800,2,3,4,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment
3060,4,4,6,2,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment
2150,2,3,3,1,1st,,"Dhanmondi, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
2150,2,3,3,1,1st,,"Dhanmondi, Dhaka, Bangladesh",1,"10,000.00৳",Apartment
1700,2,,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment
1010,1,3,3,1,6th,,", , ",,"8,000.00৳",Apartment
1320,3,2,3,1,1st,,"Bogura Sadar, Bogura, Bangladesh",,"3,600.00৳",Apartment
1422,2,2,3,1,5th,,"Bhairab, Kishoreganj, Bangladesh",,"3,250.00৳",Apartment
