area_sft,attach_bathrooms,balcony,bedrooms,common_bathrooms,dining,floor,floor_type,land_katha,living,location,parking_space,price_per_sft,property_type,view
1200,2,2,3,1,,14th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1090,1,2,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,50,00,000.00৳",Apartment,
1040,2,2,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1264,2,2,3,1,,2nd,Tiled,,,"Shyamoli, Dhaka, Bangladesh",,"88,48,000.00৳",Apartment,
1,,,2,1,,2nd,Tiled,,,"Shyamoli, Dhaka, Bangladesh",,Negotiable,Apartment,
1625,2,2,3,1,,7th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"1,10,50,000.00৳",Apartment,
1870,2,3,3,1,,8th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,900.00৳",Apartment,
2033,2,2,3,1,,13th,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1100,1,3,3,1,,5th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
700,2,2,2,1,,3rd,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"5,300.00৳",Apartment,
1200,1,2,3,1,,2nd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1600,3,4,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1170,3,1,2,1,,7th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1600,3,4,4,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
1850,2,,3,1,,3rd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"9,000.00৳",Apartment,
950,2,2,3,1,,5th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",,"3,800.00৳",Apartment,
873,1,3,2,1,,6th,Tiled,,,"Shahjahanpur, Dhaka, Bangladesh",2,"5,700.00৳",Apartment,
1465,3,3,3,,,6th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"5,460.75৳",Apartment,
1347,2,3,3,1,,8th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,010.00৳",Apartment,
1050,2,2,3,1,,3rd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"3,900.00৳",Apartment,
790,2,2,2,,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",,"32,00,000.00৳",Apartment,
1500,3,3,3,1,,5th,Tiled,,,"Purbachal, Dhaka, Bangladesh",,Negotiable,Apartment,
1000,2,1,3,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1150,2,3,3,1,,4th,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"8,700.00৳",Apartment,
1650,4,3,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"12,200.00৳",Apartment,
1725,3,3,3,,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"11,600.00৳",Apartment,
1180,2,3,3,1,,3rd,Tiled,,,"Gazipur Sadar, Gazipur, Bangladesh",,Negotiable,Apartment,
1530,3,2,3,,,2nd,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"1,30,00,000.00৳",Apartment,
1050,2,1,2,,,4th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
850,1,2,2,1,,8th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"5,200.00৳",Apartment,
1385,2,2,3,,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"6,250.00৳",Apartment,
1650,2,2,3,1,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,300.00৳",Apartment,
1400,2,3,3,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1300,2,2,3,1,,5th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1340,3,3,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1788,2,2,3,1,,6th,Mosaic,,,"Mohammadpur , Dhaka, Bangladesh",1,"9,700.00৳",Apartment,
1800,3,2,4,1,,5th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
2000,4,3,3,1,,3rd,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"8,500.00৳",Apartment,
1250,2,3,3,1,,5th,Tiled,,,"Farmgate, Dhaka, Bangladesh",,"6,700.00৳",Apartment,
1090,2,2,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",,Negotiable,Apartment,
1489,,,3,3,,6th,Tiled,,,"Rajshahi City, Rajshahi, Bangladesh",,"4,000.00৳",Apartment,
750,1,2,2,1,,4th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"5,067.00৳",Apartment,
1530,3,2,4,1,,3rd,Tiled,,,", , ",,"4,500.00৳",Apartment,
1900,3,3,5,1,,9th,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"1,70,00,000.00৳",Apartment,
1250,1,2,3,1,,1st,Tiled,,,"Basabo, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1000,1,3,3,1,,2nd,Tiled,,,"Badda, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1750,2,2,3,,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1880,3,3,3,1,,4th,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,000.00৳",Apartment,
1000,1,,3,1,,1st,Tiled,,,"Keraniganj, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1175,2,2,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,050.00৳",Apartment,
1080,1,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"3,704.00৳",Apartment,
1150,2,2,3,1,,5th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
3000,2,3,3,1,,4th,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",2,"4,00,00,000.00৳",Apartment,
1030,1,1,2,1,,6th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1150,2,2,3,1,,7th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
2200,5,5,3,,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"2,50,00,000.00৳",Apartment,
2280,2,3,3,1,,1st,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"2,50,00,000.00৳",Apartment,
1400,2,2,3,1,,2nd,Tiled,,,"Farmgate, Dhaka, Bangladesh",1,"7,800.00৳",Apartment,
1300,3,,3,,,5th,Tiled,,,"Motijheel, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
814,1,,2,1,,4th,Tiled,,,"Motijheel, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
452,1,2,2,,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
1000,1,3,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1650,3,1,3,1,,6th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"15,152.00৳",Apartment,
950,1,2,2,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment,
950,1,2,2,1,,8th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,Negotiable,Apartment,
2150,5,4,4,1,,6th,Tiled,,,"Uttara East, Dhaka, Bangladesh",1,"6,200.00৳",Apartment,
970,2,1,2,1,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,200.00৳",Apartment,
1250,2,2,3,1,,7th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
2700,2,1,3,1,,9th,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
994,1,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
2710,3,2,3,1,,10th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",2,"22,200.00৳",Apartment,
2900,3,,3,1,,6th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",3,Negotiable,Apartment,
1700,2,2,3,1,,2nd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
2000,3,3,3,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"20,000.00৳",Apartment,
2000,3,3,3,1,,9th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1172,2,2,3,1,,3rd,Mosaic,,,"Khilkhet, Dhaka, Bangladesh",1,Negotiable,Apartment,
760,1,2,2,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1700,3,2,3,1,,8th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",1,"10,600.00৳",Apartment,
906,1,2,3,1,,2nd,Mosaic,,,"Khilkhet, Dhaka, Bangladesh",1,Negotiable,Apartment,
2100,2,2,4,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
950,1,2,2,1,,7th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,800.00৳",Apartment,
980,1,2,2,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"4,082.00৳",Apartment,
1875,2,3,3,1,,2nd,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,Negotiable,Apartment,
1900,3,3,3,1,,6th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,Negotiable,Apartment,
1600,3,5,3,1,,Ground,Tiled,,,"Ramna, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
887,1,1,3,1,,5th,Mosaic,,,"Rampura, Dhaka, Bangladesh",,"3,608.00৳",Apartment,
1155,3,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
1250,2,2,3,1,,3rd,Tiled,,,"Malibagh, Dhaka, Bangladesh",1,"6,400.00৳",Apartment,
5250,4,3,4,1,,1st,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,"12,50,00,000.00৳",Apartment,
3600,5,6,4,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"8,400.00৳",Apartment,
1000,1,3,3,1,,6th,Mosaic,,,"Banashree, Dhaka, Bangladesh",,"42,00,000.00৳",Apartment,
7000,5,,5,,,5th,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",,Negotiable,Apartment,
1500,3,,3,1,,5th,Tiled,,,", , ",1,"5,300.00৳",Apartment,
1630,5,4,4,1,,4th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1200,1,1,2,1,,9th,Tiled,,,", , ",,"5,600.00৳",Apartment,
1875,2,2,4,1,,2nd,Mosaic,,,"Sylhet City, Sylhet, Bangladesh",1,"8,000.00৳",Apartment,
1174,1,1,2,1,,5th,Tiled,,,"Tejgaon, Dhaka, Bangladesh",1,"8,500.00৳",Apartment,
960,2,3,2,1,,4th,Tiled,,,"Adabor, Dhaka, Bangladesh",1,"5,300.00৳",Apartment,
1150,1,2,3,1,,8th,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"4,770.00৳",Apartment,
1200,2,3,3,1,,3rd,Tiled,,,", , ",1,"8,500.00৳",Apartment,
1650,3,3,3,1,,4th,Tiled,,,"Uttara East, Dhaka, Bangladesh",1,"7,900.00৳",Apartment,
2538,5,4,4,1,,2nd,Mosaic,,,"Uttara West, Dhaka, Bangladesh",1,"12,500.00৳",Apartment,
1100,2,2,3,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"8,200.00৳",Apartment,
1050,1,3,3,1,,4th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
950,1,2,2,1,,3rd,Tiled,,,"Motijheel, Dhaka, Bangladesh",1,"6,400.00৳",Apartment,
815,1,1,2,1,,3rd,Mosaic,,,"Mohammadpur , Dhaka, Bangladesh",,"4,908.00৳",Apartment,
1450,3,2,4,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"7,931.00৳",Apartment,
1050,2,2,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment,
1311,2,,3,1,,7th,Mosaic,,,"Rampura, Dhaka, Bangladesh",,"60,00,000.00৳",Apartment,
1450,3,2,3,1,,2nd,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
1095,1,1,2,1,,7th,Tiled,,,"Farmgate, Dhaka, Bangladesh",1,"9,200.00৳",Apartment,
1520,2,3,3,1,,7th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",,"82,00,000.00৳",Apartment,
1150,1,3,3,1,,5th,Tiled,,,"Kafrul, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
873,2,,2,3,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",,"5,598.00৳",Apartment,
1326,2,2,3,1,,3rd,Tiled,,,"Khilkhet, Dhaka, Bangladesh",,"5,500.00৳",Apartment,
1550,2,2,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
720,1,1,3,1,,5th,Tiled,,,"New Market, Dhaka, Bangladesh",,"3,300.00৳",Apartment,
750,1,1,2,1,,6th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1050,2,2,3,,,3rd,Tiled,,,"Malibagh, Dhaka, Bangladesh",1,"5,500.00৳",Apartment,
2000,3,3,3,,,2nd,Tiled,,,"Farmgate, Dhaka, Bangladesh",1,"80,00,000.00৳",Apartment,
1200,2,2,3,1,,8th,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
775,1,2,2,1,,2nd,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"2,968.00৳",Apartment,
1250,2,2,3,1,,6th,Tiled,,,"Adabor, Dhaka, Bangladesh",,"5,200.00৳",Apartment,
900,1,2,2,1,,8th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
775,1,2,2,1,,2nd,Mosaic,,,"Chattogram City, Chattogram, Bangladesh",,"2,968.00৳",Apartment,
3685,4,4,4,1,,3rd,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"26,000.00৳",Apartment,
1303,1,1,3,1,,10th,Tiled,,,"Kotwali, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
675,1,2,2,1,,2nd,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"4,200.00৳",Apartment,
1000,2,1,2,1,,8th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1650,2,3,3,1,,9th,Tiled,,,"Badda, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
725,2,1,2,1,,3rd,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1200,2,2,3,1,,2nd,Mosaic,,,"Chattogram City, Chattogram, Bangladesh",1,"3,200.00৳",Apartment,
1600,2,3,3,1,,1st,Tiled,,,"Badda, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1500,2,2,3,1,,2nd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"4,400.00৳",Apartment,
1100,3,1,3,,,7th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1509,3,2,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"8,284.00৳",Apartment,
5200,4,2,4,,,1st,Tiled,,,"Baridhara, Dhaka, Bangladesh",2,Negotiable,Apartment,
1000,2,1,2,1,,11th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"60,00,000.00৳",Apartment,
1270,2,2,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,354.00৳",Apartment,
1350,3,3,3,,,3rd,Tiled,,,"Savar, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1130,1,2,3,1,,2nd,Tiled,,,"Keraniganj, Dhaka, Bangladesh",1,"3,500.00৳",Apartment,
1250,1,2,3,1,,6th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,800.00৳",Apartment,
1575,2,2,3,1,,9th,Tiled,,,"Motijheel, Dhaka, Bangladesh",,"6,400.00৳",Apartment,
1300,2,3,3,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
1117,4,2,3,,,4th,Tiled,,,"DOHS Mirpur, Dhaka, Bangladesh",1,"6,800.00৳",Apartment,
1341,2,2,3,1,,7th,Tiled,,,"Badda, Dhaka, Bangladesh",1,"4,850.00৳",Apartment,
1230,2,3,3,1,,3rd,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"3,500.00৳",Apartment,
1520,2,3,3,1,,2nd,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"4,100.00৳",Apartment,
1150,2,3,3,1,,2nd,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"4,400.00৳",Apartment,
1400,2,2,3,1,,3rd,Mosaic,,,"Chattogram City, Chattogram, Bangladesh",1,"3,000.00৳",Apartment,
1450,2,,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
1420,3,,3,1,,5th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"7,042.00৳",Apartment,
1550,2,3,3,1,,3rd,Tiled,,,"Bashundhara RA, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1800,2,4,3,1,,2nd,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"1,00,00,000.00৳",Apartment,
2600,3,4,3,,,1st,Tiled,,,"Uttara West, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
3950,3,4,4,1,,1st,Marble,,,"Gulshan 2, Dhaka, Bangladesh",,"20,000.00৳",Apartment,
995,3,2,3,1,,8th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"6,100.00৳",Apartment,
1236,2,3,3,1,,9th,Tiled,,,"Banashree, Dhaka, Bangladesh",,Negotiable,Apartment,
1600,2,4,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1700,2,2,3,1,,4th,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1400,2,3,3,1,,2nd,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",1,"7,715.00৳",Apartment,
2,2,1,3,1,,2nd, Other,,,"Bogura Sadar, Bogura, Bangladesh",,"6,500.00৳",Apartment,
1130,2,2,3,1,,4th,Tiled,,,"Keraniganj, Dhaka, Bangladesh",1,"3,000.00৳",Apartment,
1000,1,2,3,1,,4th,Tiled,,,"Badda, Dhaka, Bangladesh",,"6,500.00৳",Apartment,
1150,1,2,3,1,,7th,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",1,"4,783.00৳",Apartment,
1250,2,2,3,,,4th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
2800,3,1,4,1,,5th,Tiled,,,"Banani, Dhaka, Bangladesh",1,"8,230.00৳",Apartment,
1500,3,3,3,1,,3rd,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
1420,2,3,3,1,,4th,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1515,2,3,3,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1440,2,1,3,,,4th,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",1,"6,500.00৳",Apartment,
820,1,2,2,1,,Ground,Tiled,,,"Jatrabari, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1385,3,3,3,1,,3rd,Tiled,,,"Kafrul, Dhaka, Bangladesh",,"6,000.00৳",Apartment,
1500,2,3,3,1,,4th,Tiled,,,"Kallaynpur, Dhaka, Bangladesh",1,"4,666.00৳",Apartment,
1600,3,3,3,,,5th,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1475,2,3,3,1,,3rd,Tiled,,,"Shyamoli, Dhaka, Bangladesh",1,"1,35,00,000.00৳",Apartment,
1120,1,2,3,1,,4th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",1,"3,800.00৳",Apartment,
1080,2,2,3,1,,1st,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,"5,185.00৳",Apartment,
2800,4,6,5,1,,8th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"4,700.00৳",Apartment,
1370,2,2,3,1,,5th,Tiled,,,"Rupnagar, Dhaka, Bangladesh",1,"3,300.00৳",Apartment,
775,1,2,2,1,,2nd,Tiled,,,"Barguna Sadar, Barguna, Bangladesh",,"3,500.00৳",Apartment,
2400,5,1,3,1,,2nd,Tiled,,,"Baridhara, Dhaka, Bangladesh",1,"8,400.00৳",Apartment,
1150,3,3,3,1,,9th,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,700.00৳",Apartment,
1219,2,2,3,1,,5th,Tiled,,,"Chattogram City, Chattogram, Bangladesh",2,"4,512.00৳",Apartment,
1150,2,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"5,000.00৳",Apartment,
1356,2,2,3,1,,9th,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"5,163.00৳",Apartment,
1100,2,1,2,1,,6th,Tiled,,,"Sher E Bangla Nagar , Dhaka, Bangladesh",,"5,000.00৳",Apartment,
800,2,1,2,1,,3rd,Tiled,,,"Rampura, Dhaka, Bangladesh",,"5,200.00৳",Apartment,
900,1,2,2,1,,5th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
950,1,1,2,1,,5th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"4,210.00৳",Apartment,
1000,3,2,3,,,4th,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"70,00,000.00৳",Apartment,
850,2,1,2,1,,4th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,Negotiable,Apartment,
1800,3,3,3,1,,3rd,Tiled,,,"Pallabi , Dhaka, Bangladesh",1,"6,666.00৳",Apartment,
1170,3,3,3,1,,Ground,Tiled,,,"Mohammadpur , Dhaka, Bangladesh",1,Negotiable,Apartment,
650,2,2,2,1,,5th,Tiled,,,"Rupnagar, Dhaka, Bangladesh",,"3,900.00৳",Apartment,
980,1,1,2,1,,8th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,103.00৳",Apartment,
1050,1,2,3,1,,2nd,Tiled,,,"Rampura, Dhaka, Bangladesh",,"4,952.00৳",Apartment,
1200,2,,3,1,,4th,Tiled,,,"Malibagh, Dhaka, Bangladesh",,"4,500.00৳",Apartment,
1183,1,2,3,1,,7th,Tiled,,,"Tongi, Dhaka, Bangladesh",,"3,000.00৳",Apartment,
965,1,4,2,1,,1st,Tiled,,,"Narayanganj, Narayanganj, Bangladesh",,"4,560.00৳",Apartment,
886,2,2,3,1,,Ground,Tiled,,,"Chattogram City, Chattogram, Bangladesh",,Negotiable,Apartment,
1020,1,2,2,1,,3rd,Tiled,,,"Manikganj Sadar, Manikganj, Bangladesh",2,"2,850.00৳",Apartment,
1700,2,4,3,1,,4th,Tiled,,,"Dhanmondi, Dhaka, Bangladesh",,"12,000.00৳",Apartment,
2100,2,2,3,1,,9th,Tiled,,,"Basabo, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1040,1,1,2,1,,3rd,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,400.00৳",Apartment,
1180,2,2,3,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1050,1,3,3,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,500.00৳",Apartment,
1100,1,2,3,1,,5th,Tiled,,,"Daskhinkhan, Dhaka, Bangladesh",1,"4,000.00৳",Apartment,
1500,3,2,3,,,1st,Tiled,,,"Rampura, Dhaka, Bangladesh",1,"7,500.00৳",Apartment,
1350,2,4,3,1,,2nd,Tiled,,,"Savar, Dhaka, Bangladesh",,Negotiable,Apartment,
6550,5,2,5,1,,1st,Marble,,,"Gulshan 1, Dhaka, Bangladesh",4,"11,00,00,000.00৳",Apartment,
1200,1,2,3,1,,3rd,Tiled,,,"Mirpur, Dhaka, Bangladesh",1,"5,834.00৳",Apartment,
872,1,1,2,1,,3rd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,800.00৳",Apartment,
1550,2,2,3,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"4,200.00৳",Apartment,
1925,3,3,4,1,,7th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",1,"5,000.00৳",Apartment,
4200,3,5,4,1,,9th,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",2,"25,000.00৳",Apartment,
1500,3,3,3,1,,4th,Tiled,,,"Paltan, Dhaka, Bangladesh",1,"7,334.00৳",Apartment,
1000,2,1,2,1,,6th,Tiled,,,"Rampura, Dhaka, Bangladesh",,"3,500.00৳",Apartment,
1350,3,2,3,,,2nd,Tiled,,,"Shahjahanpur, Dhaka, Bangladesh",1,"6,300.00৳",Apartment,
1700,1,1,2,1,,2nd,Tiled,,,"Banashree, Dhaka, Bangladesh",,"4,000.00৳",Apartment,
850,1,2,3,1,,6th,Tiled,,,"Banashree, Dhaka, Bangladesh",,"3,800.00৳",Apartment,
1390,2,2,3,1,,5th,Tiled,,,"Cantonment, Dhaka, Bangladesh",1,"8,000.00৳",Apartment,
1600,2,3,4,1,,4th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
905,2,1,2,1,,5th,Tiled,,,"Banashree, Dhaka, Bangladesh",1,"5,200.00৳",Apartment,
1400,2,5,3,1,,5th,Tiled,,,"Mirpur, Dhaka, Bangladesh",,"6,100.00৳",Apartment,
1000,1,2,1,1,,8th,Tiled,,,", , ",1,"64,00,000.00৳",Apartment,
1160,3,2,3,1,,5th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"6,100.00৳",Apartment,
1000,2,2,3,1,,8th,Tiled,,,"Khilgaon, Dhaka, Bangladesh",3,"6,40,00,000.00৳",Apartment,
1100,2,2,2,1,,7th,Tiled,,,"New Market, Dhaka, Bangladesh",,"6,800.00৳",Apartment,
850,1,1,2,1,,6th,Tiled,,,"Kalabagan, Dhaka, Bangladesh",,"7,060.00৳",Apartment,
915,2,2,2,1,,2nd,Tiled,,,"Malibagh, Dhaka, Bangladesh",,"6,600.00৳",Apartment,
1130,1,3,3,1,,3rd,Mosaic,,,"Banglamotor, Dhaka, Bangladesh",,"9,000.00৳",Apartment,
1922,4,2,3,1,,3rd,Tiled,,,"Gulshan 2, Dhaka, Bangladesh",1,"12,000.00৳",Apartment,
800,2,2,2,,,5th,Tiled,,,"Moghbazar, Dhaka, Bangladesh",1,"6,000.00৳",Apartment,
1050,1,1,3,1,,3rd,Tiled,,,"Baridhara, Dhaka, Bangladesh",,"4,300.00৳",Apartment,
1585,2,2,3,1,,5th,Tiled,,,"Pallabi , Dhaka, Bangladesh",,"5,200.00৳",Apartment,
