area_sft,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_month,property_type
900,1,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"23,000.00৳",Residential Apartment
1100,1,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"27,000.00৳",Residential Apartment
930,1,2,1,4th,,"Dhanmondi, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
2350,4,4,1,4th,,"DOHS Mirpur, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2200,4,3,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"29,000.00৳",Residential Apartment
2210,4,4,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
2200,4,3,1,2nd,,"DOHS Mirpur, Dhaka, Bangladesh",1,"29,000.00৳",Residential Apartment
1300,3,3,,11th,,"Rampura, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
1350,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1560,2,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1950,3,3,1,3rd,,"Lalmatia, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2600,3,4,1,6th,,"DOHS Baridhara, Dhaka, Bangladesh",2,"90,000.00৳",Residential Apartment
255,1,1,,Ground,,"Khulna City, Khulna, Bangladesh",,"3,500.00৳",Residential Apartment
1500,3,3,1,10th,,"Rampura, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2450,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"1,20,000.00৳",Residential Apartment
1000,2,2,1,11th,,"Rampura, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1350,2,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
3160,3,4,1,8th,,"Rampura, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1550,3,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
985,1,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
1000,1,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
750,2,2,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
2450,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"1,20,000.00৳",Residential Apartment
1350,3,3,1,10th,,"Dhanmondi, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
872,1,2,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
1250,2,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1000,1,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
750,1,2,,7th,,"Banashree, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1440,3,3,1,3rd,,"Rampura, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2200,3,4,1,4th,,"DOHS Mirpur, Dhaka, Bangladesh",,"28,000.00৳",Residential Apartment
1550,3,3,1,4th,,"Rampura, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1300,2,3,1,3rd,,"Rampura, Dhaka, Bangladesh",1,"21,000.00৳",Residential Apartment
1260,3,3,1,7th,,"Rampura, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1150,3,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
950,2,3,1,7th,,"Rampura, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1200,3,3,3,6th,,"Rampura, Dhaka, Bangladesh",,"23,000.00৳",Residential Apartment
1400,3,3,,4th,,"Rampura, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
1500,2,3,1,3rd,,"Rampura, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1350,3,3,1,6th,,"Rampura, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1150,2,2,,6th,,"Rampura, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
2000,2,4,1,6th,,"Rampura, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1075,2,3,,7th,,"Rampura, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1100,3,3,,5th,,"Rampura, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1450,2,3,1,10th,,"Rampura, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1350,2,2,1,3rd,,"Rampura, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
1100,2,2,1,7th,,"Rampura, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1450,2,3,1,4th,,"Rampura, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1140,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1200,2,2,,Ground,,"Banashree, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1000,1,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
700,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1250,3,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
900,2,2,,6th,,"Banashree, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
1100,3,3,1,4th,,"Banashree, Dhaka, Bangladesh",,"24,000.00৳",Residential Apartment
850,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",1,"14,500.00৳",Residential Apartment
1000,1,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1100,2,3,1,4th,,"Banashree, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
1500,2,4,1,5th,,"Banashree, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1100,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1600,3,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1700,3,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"33,000.00৳",Residential Apartment
800,2,2,2,7th,,"Banashree, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
750,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1000,2,2,1,3rd,,"Banashree, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1750,3,3,1,6th,,"Banashree, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
700,2,2,1,6th,,"Banashree, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1250,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2000,3,3,1,7th,,"Lalmatia, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2800,2,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
2000,3,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"36,000.00৳",Residential Apartment
2676,4,4,1,9th,,"Lalmatia, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
500,1,1,,7th,,"Banashree, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
3000,4,4,1,5th,,"Lalmatia, Dhaka, Bangladesh",1,"75,000.00৳",Residential Apartment
1400,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1400,2,3,1,3rd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"38,000.00৳",Residential Apartment
1700,2,3,1,3rd,,"Lalmatia, Dhaka, Bangladesh",1,"42,000.00৳",Residential Apartment
1650,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
2100,2,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1600,4,4,1,5th,,"Lalmatia, Dhaka, Bangladesh",1,"43,000.00৳",Residential Apartment
1720,4,3,1,7th,,"Banashree, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
550,1,2,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1300,3,3,,Ground,,"Banashree, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
700,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
1000,2,3,,4th,,"Banashree, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1300,2,3,1,1st,,"Banashree, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1000,1,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1500,3,3,,3rd,,"Banashree, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
2100,2,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1800,3,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1880,3,3,,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1275,2,3,1,8th,,"Lalmatia, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1500,3,3,1,12th,,"Dhanmondi, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1880,2,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1900,3,3,,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
1445,2,3,1,5th,,"Dhanmondi, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2050,3,3,,6th,,"Dhanmondi, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1800,3,3,1,2nd,,"Lalmatia, Dhaka, Bangladesh",1,"47,000.00৳",Residential Apartment
3000,4,4,1,5th,,"Lalmatia, Dhaka, Bangladesh",1,"75,000.00৳",Residential Apartment
3500,3,5,1,6th,,"Lalmatia, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
1760,3,3,1,5th,,"Lalmatia, Dhaka, Bangladesh",1,"38,000.00৳",Residential Apartment
1150,2,3,1,7th,,"Lalmatia, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1200,2,3,1,6th,,"Lalmatia, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1700,2,3,1,4th,,"Lalmatia, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1150,2,3,1,5th,,"Lalmatia, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1050,2,3,,4th,,"Lalmatia, Dhaka, Bangladesh",,"27,000.00৳",Residential Apartment
1050,2,3,,4th,,"Lalmatia, Dhaka, Bangladesh",,"27,000.00৳",Residential Apartment
1950,2,3,1,5th,,"Lalmatia, Dhaka, Bangladesh",1,"54,000.00৳",Residential Apartment
1500,2,3,1,3rd,,"Niketan, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
2000,3,2,1,4th,,"Niketan, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1665,4,3,1,6th,,"Niketan, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1890,3,3,1,3rd,,"Dhanmondi, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1900,2,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
900,2,2,1,5th,,"Niketan, Dhaka, Bangladesh",,"24,000.00৳",Residential Apartment
1330,2,3,1,3rd,,"Niketan, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1320,2,2,1,2nd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
2250,2,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
3000,4,5,1,2nd,,"Niketan, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1800,2,3,1,3rd,,"Niketan, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1600,2,3,1,2nd,,"Niketan, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1800,3,3,1,4th,,"Dhanmondi, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2710,3,4,1,8th,,"Dhanmondi, Dhaka, Bangladesh",1,"75,000.00৳",Residential Apartment
2150,3,3,1,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
5000,3,3,1,9th,,"Dhanmondi, Dhaka, Bangladesh",2,"1,30,000.00৳",Residential Apartment
2600,3,4,1,6th,,"Dhanmondi, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2225,3,3,1,7th,,"Dhanmondi, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
3200,4,4,1,5th,,"Dhanmondi, Dhaka, Bangladesh",2,"1,20,000.00৳",Residential Apartment
2300,4,8,1,4th,,"Dhanmondi, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2950,3,4,1,3rd,,"Niketan, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1500,2,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1800,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
725,2,2,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1800,3,3,,2nd,,"Dhanmondi, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
1500,2,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
1700,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1500,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
1400,3,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
900,2,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1250,3,3,1,5th,,"Wari, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1656,2,2,1,2nd,,"Wari, Dhaka, Bangladesh",,"32,000.00৳",Residential Apartment
1200,2,3,1,5th,,"DOHS Mohakhali, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1350,2,4,1,1st,,"Wari, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1800,4,3,1,4th,,"Niketan, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1350,3,3,1,2nd,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1450,3,3,1,2nd,,"DOHS Mohakhali, Dhaka, Bangladesh",,"45,000.00৳",Residential Apartment
2400,3,3,1,5th,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1200,2,3,1,5th,,"DOHS Mohakhali, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1550,2,3,1,1st,,"Niketan, Dhaka, Bangladesh",,"33,000.00৳",Residential Apartment
2600,4,4,1,2nd,,"DOHS Baridhara, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2600,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,Negotiable,Residential Apartment
1100,2,2,,3rd,,"DOHS Baridhara, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1100,2,2,,3rd,,"DOHS Baridhara, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2250,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"1,25,000.00৳",Residential Apartment
2400,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1400,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2450,3,4,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"1,10,000.00৳",Residential Apartment
1200,3,3,1,Ground,,"DOHS Baridhara, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1500,3,3,1,Ground,,"DOHS Baridhara, Dhaka, Bangladesh",1,"31,000.00৳",Residential Apartment
2200,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
1850,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1950,2,5,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1790,2,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1300,2,3,1,Ground,,"DOHS Baridhara, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2000,2,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1400,3,3,,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
2000,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1450,1,1,,Ground,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1400,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2270,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1985,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2250,3,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2700,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
1400,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1950,3,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1450,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
1800,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2900,3,3,1,5th,,"Baridhara, Dhaka, Bangladesh",1,"1,60,000.00৳",Residential Apartment
2500,3,3,1,6th,,"DOHS Baridhara, Dhaka, Bangladesh",,"50,000.00৳",Residential Apartment
1300,2,3,1,Ground,,"DOHS Baridhara, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2650,4,5,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
2300,3,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
1450,2,3,1,5th,,"DOHS Baridhara, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
2250,2,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
2400,2,3,1,2nd,,"Baridhara, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
3200,3,3,1,6th,,"Banani, Dhaka, Bangladesh",2,"1,30,000.00৳",Residential Apartment
2700,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
3150,4,4,1,4th,,"Baridhara, Dhaka, Bangladesh",2,"20,00,000.00৳",Residential Apartment
3200,3,4,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
2500,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1350,3,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1400,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1425,2,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1430,2,3,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1700,3,4,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1425,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
2750,4,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1400,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1500,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1520,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
1500,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1850,2,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2800,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
650,1,2,1,3rd,,"Sher E Bangla Nagar , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1850,2,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1223,3,3,,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
2300,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"70,000.00৳",Residential Apartment
1425,1,2,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
2600,3,4,1,4th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1550,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2350,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1200,2,2,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2010,3,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"45,000.00৳",Residential Apartment
1900,2,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1600,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1900,2,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1620,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1800,3,3,1,7th,,"Bashundhara RA, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1450,2,3,1,1st,,"Bashundhara RA, Dhaka, Bangladesh",1,"28,500.00৳",Residential Apartment
1950,2,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"42,000.00৳",Residential Apartment
2200,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"42,000.00৳",Residential Apartment
2480,3,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"48,000.00৳",Residential Apartment
1800,3,3,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
2000,,3,,3rd,,"Bashundhara RA, Dhaka, Bangladesh",2,"40,000.00৳",Residential Apartment
1750,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"37,000.00৳",Residential Apartment
1500,2,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1800,3,3,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1500,2,3,1,5th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
2250,3,4,1,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2600,3,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"80,000.00৳",Residential Apartment
2600,4,4,,2nd,,"Baridhara, Dhaka, Bangladesh",1,"1,30,000.00৳",Residential Apartment
2500,3,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"1,20,000.00৳",Residential Apartment
2500,3,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
1850,2,3,1,8th,,"Bashundhara RA, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1950,3,3,1,2nd,,"Baridhara, Dhaka, Bangladesh",1,"90,000.00৳",Residential Apartment
2000,3,3,1,5th,,"Baridhara, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
2200,2,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
1000,1,1,,5th,,"Mohammadpur , Dhaka, Bangladesh",,"3,500.00৳",Residential Apartment
2200,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
3200,3,4,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"15,00,000.00৳",Residential Apartment
2600,3,3,1,5th,,"Baridhara, Dhaka, Bangladesh",1,"1,40,000.00৳",Residential Apartment
800,1,2,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
2300,2,3,1,6th,,"Baridhara, Dhaka, Bangladesh",2,"1,20,000.00৳",Residential Apartment
2400,3,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
1100,2,3,1,3rd,,"Moghbazar, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2300,4,4,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2000,3,3,1,3rd,,"Bashundhara RA, Dhaka, Bangladesh",1,"38,000.00৳",Residential Apartment
1450,3,3,1,2nd,,"Bashundhara RA, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1700,3,4,,6th,,"Bashundhara RA, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1260,3,3,,7th,,"Mirpur, Dhaka, Bangladesh",,"70,00,000.00৳",Residential Apartment
2600,2,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"1,00,000.00৳",Residential Apartment
800,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1550,1,3,2,5th,,"Paltan, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
3080,4,4,,3rd,,"Baridhara, Dhaka, Bangladesh",1,"1,30,000.00৳",Residential Apartment
2300,2,2,,6th,,"Baridhara, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
2710,2,4,1,4th,,"Gulshan 1, Dhaka, Bangladesh",1,"3,00,000.00৳",Residential Apartment
2470,3,4,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"65,000.00৳",Residential Apartment
3700,4,4,,5th,,"Baridhara, Dhaka, Bangladesh",1,"3,00,000.00৳",Residential Apartment
