area_sft,attach_bathrooms,bedrooms,common_bathrooms,floor,floor_type,location,parking_space,price_per_month,property_type
1600,2,3,1,10th,,"Mohammadpur , Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
1050,1,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1100,1,3,1,6th,,"Rampura, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
350,,1,,3rd,,"Rampura, Dhaka, Bangladesh",,Negotiable,Residential Apartment
700,,2,,3rd,,"Rampura, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1000,1,2,1,3rd,,"Chattogram City, Chattogram, Bangladesh",,"10,000.00৳",Residential Apartment
1100,1,3,1,7th,,"Khilgaon, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
900,1,2,1,3rd,,"Rampura, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1665,1,3,1,7th,,"Rampura, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
400,1,3,,3rd,,"Rampura, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
600,1,1,1,7th,,"Nikunja, Dhaka, Bangladesh",,"7,500.00৳",Residential Apartment
1000,1,2,1,Ground,,"Nikunja, Dhaka, Bangladesh",1,"35,000.00৳",Residential Apartment
1250,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1000,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"17,500.00৳",Residential Apartment
900,1,2,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
763,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
1000,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"17,500.00৳",Residential Apartment
1630,1,1,1,12th,,"Paltan, Dhaka, Bangladesh",,"92,960.00৳",Residential Apartment
1250,2,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
650,1,1,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1020,1,2,1,7th,,"Mohammadpur , Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1200,1,3,1,7th,,"Mohammadpur , Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
900,1,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1150,2,2,1,2nd,,"Rangpur City, Rangpur, Bangladesh",,"10,000.00৳",Residential Apartment
1620,2,3,1,4th,,"Mohammadpur , Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
925,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
900,1,3,1,1st,,"Mohammadpur , Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1200,2,3,1,5th,,"Mohammadpur , Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
700,1,2,1,Ground,,"Mohammadpur , Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
700,1,1,,6th,,"Mohammadpur , Dhaka, Bangladesh",,"10,500.00৳",Residential Apartment
1300,1,3,1,7th,,"Kallaynpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
800,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1100,1,3,1,4th,,"Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1150,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
650,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"9,500.00৳",Residential Apartment
1250,2,3,1,1st,,"Mirpur, Dhaka, Bangladesh",1,"15,500.00৳",Residential Apartment
1560,3,3,1,9th,,"Kallaynpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
600,1,2,1,Ground,,"Shyamoli, Dhaka, Bangladesh",,"8,000.00৳",Residential Apartment
800,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
800,1,2,1,5th,,"Mohammadpur , Dhaka, Bangladesh",,"18,500.00৳",Residential Apartment
1200,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
750,1,2,1,6th,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
1550,3,3,1,6th,,"Mohammadpur , Dhaka, Bangladesh",1,"27,000.00৳",Residential Apartment
750,1,2,1,3rd,,"Mohammadpur , Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
500,1,2,1,8th,,"Mirpur, Dhaka, Bangladesh",1,"8,000.00৳",Residential Apartment
1120,1,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
650,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1385,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
700,,1,,7th,,"Paltan, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
700,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1350,2,3,1,8th,,"Paltan, Dhaka, Bangladesh",,"35,000.00৳",Residential Apartment
1600,1,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1350,2,3,1,11th,,"Shyamoli, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1320,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1382,2,3,1,4th,,"Shyamoli, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1220,2,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1300,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
1200,1,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
700,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
750,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
1100,1,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1060,1,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"45,00,000.00৳",Residential Apartment
800,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"10,500.00৳",Residential Apartment
1650,2,3,1,6th,,"Paltan, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1500,2,3,1,5th,,"Shyamoli, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
2100,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
750,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"11,500.00৳",Residential Apartment
700,1,1,1,Ground,,"Khilkhet, Dhaka, Bangladesh",,"37,500.00৳",Residential Apartment
1224,2,3,1,3rd,,"Khilkhet, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
600,1,1,1,6th,,"Paltan, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1735,3,3,1,2nd,,"Paltan, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1150,2,3,1,4th,,"Khilkhet, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1275,2,3,1,10th,,"Kallaynpur, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
600,1,2,1,6th,,"Paltan, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1630,2,3,1,4th,,"Paltan, Dhaka, Bangladesh",1,"43,000.00৳",Residential Apartment
900,2,2,1,2nd,,"Paltan, Dhaka, Bangladesh",,"24,000.00৳",Residential Apartment
1364,2,3,1,7th,,"Paltan, Dhaka, Bangladesh",1,"28,000.00৳",Residential Apartment
1850,2,3,1,10th,,"Paltan, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
700,1,2,1,3rd,,"Paltan, Dhaka, Bangladesh",1,"21,000.00৳",Residential Apartment
1400,2,3,1,5th,,"Paltan, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
500,1,2,1,Ground,,"Paltan, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1500,1,1,1,2nd,,"Shyamoli, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
2180,5,3,1,3rd,,"DOHS Mirpur, Dhaka, Bangladesh",,"28,000.00৳",Residential Apartment
2700,3,5,1,2nd,,"DOHS Baridhara, Dhaka, Bangladesh",,"70,000.00৳",Residential Apartment
2250,3,3,,4th,,"Chattogram City, Chattogram, Bangladesh",,"55,000.00৳",Residential Apartment
1200,1,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
600,1,1,1,6th,,"Paltan, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1100,1,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
850,2,3,1,2nd,,"Banashree, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
800,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
750,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"13,500.00৳",Residential Apartment
950,1,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"15,500.00৳",Residential Apartment
1079,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",,"22,000.00৳",Residential Apartment
1350,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1350,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"23,000.00৳",Residential Apartment
650,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"12,500.00৳",Residential Apartment
936,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1420,3,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"33,000.00৳",Residential Apartment
1500,3,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1200,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Mirpur, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
800,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"10,500.00৳",Residential Apartment
550,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1000,3,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"17,500.00৳",Residential Apartment
700,,2,,5th,,"Mirpur, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
800,1,2,1,1st,,"Mirpur, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1000,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1200,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"26,000.00৳",Residential Apartment
725,,2,,2nd,,"Mirpur, Dhaka, Bangladesh",,"8,000.00৳",Residential Apartment
1130,2,3,1,9th,,"Farmgate, Dhaka, Bangladesh",,"24,000.00৳",Residential Apartment
900,1,2,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"14,500.00৳",Residential Apartment
800,1,2,1,Ground,,"Mirpur, Dhaka, Bangladesh",,"11,500.00৳",Residential Apartment
400,,1,,6th,,"Mirpur, Dhaka, Bangladesh",,"9,500.00৳",Residential Apartment
1100,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
800,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
850,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
700,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
700,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1050,1,3,1,4th,,"Mirpur, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
600,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
500,,2,,5th,,"Mirpur, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
750,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
500,,1,,5th,,"Mirpur, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1300,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
2200,2,3,1,2nd,,"Paltan, Dhaka, Bangladesh",1,"38,000.00৳",Residential Apartment
1300,2,3,1,5th,,"Paltan, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
400,1,1,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"6,500.00৳",Residential Apartment
1365,1,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1100,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
800,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
950,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
800,1,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
1100,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
900,1,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
1200,1,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Mirpur, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1200,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1050,1,2,1,2nd,,"Daskhinkhan, Dhaka, Bangladesh",1,"13,500.00৳",Residential Apartment
1150,1,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1250,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1175,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1275,2,3,1,7th,,"Mirpur, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
875,1,3,1,7th,,"Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
600,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1000,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"1,000.00৳",Residential Apartment
1250,2,3,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
800,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1200,1,2,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
2400,2,4,1,3rd,,"Mirpur, Dhaka, Bangladesh",,"19,000.00৳",Residential Apartment
1200,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
1230,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
800,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
790,1,2,1,6th,,"Kafrul, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
1500,2,3,1,1st,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
850,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
1270,1,3,1,5th,,"Mirpur, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
700,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
700,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,Negotiable,Residential Apartment
1106,1,3,1,6th,,"Mirpur, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
700,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
700,1,2,1,6th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1300,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1150,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"19,000.00৳",Residential Apartment
700,,2,,4th,,"Mirpur, Dhaka, Bangladesh",,"7,500.00৳",Residential Apartment
1200,1,2,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1000,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1250,2,3,1,6th,,"Mirpur, Dhaka, Bangladesh",1,"18,000.00৳",Residential Apartment
1350,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1446,2,3,1,8th,,"Mirpur, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
600,,2,,5th,,"Mirpur, Dhaka, Bangladesh",,"8,500.00৳",Residential Apartment
850,2,3,1,3rd,,"Mirpur, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
1200,1,2,1,3rd,,"Khilgaon, Dhaka, Bangladesh",1,"12,500.00৳",Residential Apartment
750,1,2,1,2nd,,"Khilgaon, Dhaka, Bangladesh",,"14,000.00৳",Residential Apartment
500,1,1,,7th,,"Mirpur, Dhaka, Bangladesh",1,"7,000.00৳",Residential Apartment
1260,2,3,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1050,2,3,1,5th,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
500,1,2,1,8th,,"Khilgaon, Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1500,2,1,1,Ground,,"Khilgaon, Dhaka, Bangladesh",1,"17,000.00৳",Residential Apartment
1200,2,3,1,2nd,,"Tejgaon, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1100,2,2,1,6th,,"Khilgaon, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1130,2,3,1,4th,,"Tejgaon, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
600,1,2,1,Ground,,"Khilgaon, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1600,3,4,1,4th,,"Farmgate, Dhaka, Bangladesh",,"30,000.00৳",Residential Apartment
1500,3,3,1,2nd,,"Lalmatia, Dhaka, Bangladesh",,"40,000.00৳",Residential Apartment
2300,3,4,1,Ground,,"Baridhara, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
850,1,2,1,Ground,,"Mirpur, Dhaka, Bangladesh",,"12,500.00৳",Residential Apartment
1150,2,3,1,4th,,"Farmgate, Dhaka, Bangladesh",1,"30,000.00৳",Residential Apartment
1250,3,3,1,1st,,"Baridhara, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
1100,1,3,1,7th,,"Basabo, Dhaka, Bangladesh",1,"24,000.00৳",Residential Apartment
1100,2,3,1,6th,,"Basabo, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
850,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1250,2,3,1,9th,,"Mirpur, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
800,1,2,1,4th,,"Mirpur, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
700,1,2,1,6th,,"Basabo, Dhaka, Bangladesh",,"13,500.00৳",Residential Apartment
1100,1,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1100,2,3,1,2nd,,"Mirpur, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1015,1,3,1,5th,,"Basabo, Dhaka, Bangladesh",,"18,000.00৳",Residential Apartment
1350,2,3,1,4th,,"Baridhara, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1700,3,3,1,3rd,,"Basabo, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
800,1,2,1,5th,,"Mirpur, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
6500,1,1,1,1st,,"Nikunja, Dhaka, Bangladesh",1,"3,50,000.00৳",Residential Apartment
1250,2,3,1,4th,,"Banashree, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
3700,1,1,1,7th,,"Mirpur, Dhaka, Bangladesh",1,"1,50,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Mirpur, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1000,1,2,1,Ground,,"Baridhara, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
900,1,3,1,5th,,"Banashree, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
500,1,1,1,4th,,"Mirpur, Dhaka, Bangladesh",,"6,000.00৳",Residential Apartment
2300,2,3,1,4th,,"DOHS Mohakhali, Dhaka, Bangladesh",1,"55,000.00৳",Residential Apartment
1150,1,3,1,5th,,"Banashree, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
800,1,2,1,4th,,"Banashree, Dhaka, Bangladesh",,"16,000.00৳",Residential Apartment
1000,2,2,,5th,,"Banashree, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1150,2,3,1,4th,,"Banashree, Dhaka, Bangladesh",1,"14,000.00৳",Residential Apartment
985,1,2,1,2nd,,"Mohammadpur , Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
5,5,5,,1st,,"Muktagacha, Mymensingh, Bangladesh",,Negotiable,Residential Apartment
500,1,1,1,4th,,"Mirpur, Dhaka, Bangladesh",,"6,000.00৳",Residential Apartment
800,1,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"10,000.00৳",Residential Apartment
1730,2,3,1,7th,,"Lalmatia, Dhaka, Bangladesh",1,"43,000.00৳",Residential Apartment
1730,2,3,1,2nd,,"Lalmatia, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
1100,1,2,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1950,3,3,1,5th,,"Kakrail, Dhaka, Bangladesh",1,"50,000.00৳",Residential Apartment
1200,2,3,1,6th,,"Banashree, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1630,2,3,1,5th,,"Niketan, Dhaka, Bangladesh",1,"32,000.00৳",Residential Apartment
1400,2,4,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
800,1,3,1,4th,,"Banashree, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
800,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",1,"11,000.00৳",Residential Apartment
1200,2,3,1,5th,,"Banashree, Dhaka, Bangladesh",2,"18,000.00৳",Residential Apartment
1000,2,2,1,4th,,"Mohammadpur , Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
800,1,2,1,7th,,"Banashree, Dhaka, Bangladesh",1,"9,000.00৳",Residential Apartment
3000,3,4,1,5th,,"Baridhara, Dhaka, Bangladesh",1,"60,000.00৳",Residential Apartment
1350,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
800,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
2000,2,3,1,5th,,"Baridhara, Dhaka, Bangladesh",1,"40,000.00৳",Residential Apartment
950,2,2,,4th,,"Banashree, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1300,2,3,1,5th,,"Khilkhet, Dhaka, Bangladesh",,"20,000.00৳",Residential Apartment
950,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",1,"11,500.00৳",Residential Apartment
850,1,2,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
750,1,2,1,6th,,"Banashree, Dhaka, Bangladesh",1,"9,500.00৳",Residential Apartment
800,1,2,,4th,,"Banashree, Dhaka, Bangladesh",1,"12,500.00৳",Residential Apartment
1000,1,2,1,2nd,,"Banashree, Dhaka, Bangladesh",1,"12,500.00৳",Residential Apartment
1000,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",1,"10,000.00৳",Residential Apartment
3700,1,2,1,2nd,,"Baridhara, Dhaka, Bangladesh",,"1,40,000.00৳",Residential Apartment
1000,1,2,1,Ground,,"Banashree, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
1000,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",,"11,000.00৳",Residential Apartment
600,2,2,,Ground,,"Banashree, Dhaka, Bangladesh",,"7,500.00৳",Residential Apartment
1200,1,3,1,2nd,,"Banashree, Dhaka, Bangladesh",1,Negotiable,Residential Apartment
700,1,2,,Ground,,"Banashree, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
900,1,3,1,4th,,"Banashree, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
800,1,2,1,6th,,"Baridhara, Dhaka, Bangladesh",,"13,000.00৳",Residential Apartment
770,1,2,1,2nd,,"Khilgaon, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1275,2,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1200,2,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
670,1,2,1,2nd,,"Baridhara, Dhaka, Bangladesh",,"12,000.00৳",Residential Apartment
1100,1,3,1,4th,,"Baridhara, Dhaka, Bangladesh",,"17,000.00৳",Residential Apartment
1450,2,3,1,2nd,,"Baridhara, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
1050,1,3,1,6th,,"Baridhara, Dhaka, Bangladesh",1,"20,000.00৳",Residential Apartment
1400,2,3,1,3rd,,"Banashree, Dhaka, Bangladesh",1,"15,000.00৳",Residential Apartment
1200,2,2,1,2nd,,"Baridhara, Dhaka, Bangladesh",1,"16,000.00৳",Residential Apartment
1250,3,3,1,3rd,,"Baridhara, Dhaka, Bangladesh",1,"22,000.00৳",Residential Apartment
9500,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",,"9,500.00৳",Residential Apartment
5200,5,5,1,5th,,"Baridhara, Dhaka, Bangladesh",3,"2,00,000.00৳",Residential Apartment
1100,1,2,1,5th,,"Banashree, Dhaka, Bangladesh",1,"12,000.00৳",Residential Apartment
800,1,2,1,4th,,"Banashree, Dhaka, Bangladesh",1,"11,500.00৳",Residential Apartment
1800,3,4,,5th,,"Baridhara, Dhaka, Bangladesh",,"25,000.00৳",Residential Apartment
850,1,2,1,7th,,"Banashree, Dhaka, Bangladesh",,"9,000.00৳",Residential Apartment
1000,1,2,1,4th,,"Tejgaon, Dhaka, Bangladesh",,"15,000.00৳",Residential Apartment
1146,2,2,1,8th,,"Tejgaon, Dhaka, Bangladesh",1,"25,000.00৳",Residential Apartment
950,1,3,1,4th,,"Banashree, Dhaka, Bangladesh",1,"13,000.00৳",Residential Apartment
