title,num_bed,num_bath,area,location,building_type,purpose,price,description,listing_url,Elevator-amenity,Security Guard-amenity,Govt. Gas-amenity,Emergency Exit-amenity,Hot Water-amenity,Intercom-amenity,Landscape Garden-amenity,Swimming Pool-amenity,Child Allowed-amenity,Visitor's Car Parking-amenity,Wi-Fi-amenity,Community Center-amenity,Guard's Room-amenity,Driver Room-amenity,Gymnasium-amenity,WASA-amenity,Internet-amenity,Electricity-amenity,Safety Grill-amenity,CCTV-amenity,Fire Alarm-amenity,Rooftop Garden-amenity,Pet Allowed-amenity,building_nature,city,area,address,balcony-amenity,service charge-amenity,servent room-amenity,staff toilet-amenity,kitchen-amenity,property condition-amenity,drawing room-amenity,car parking-amenity,furnished status-amenity,nagotiable-amenity,floor number-amenity,available for-amenity,advance deposit-amenity,living room-amenity,dining room-amenity,floor type-amenity
A 3200SQFT unfurnished apartment is now up for rent @Gulshan, 4 bd, 3 ba,3200.0,"Gulshan, Gulshan-2, Dhaka",Apartment/Flats,Rent,230000.0,"An unfurnished that you can decor or furnish just the way you want. This 3200SQFT huge apartment consists of 4 bedrooms, 3 bathrooms, 1 drawing-dining space, 1 kitchen will be a perfect selection for your whole family's comfortable stay. Gulshan area is one of the best places to live a secured life. 24/7 guarded, 24/7 CCTV surveillance, perfectly protected neighbourhood will help you to have a sound stay. Please contact us for more details.",http://www.rentalhomebd.com/properties/a-3200sqft-unfurnished-apartment-is-now-up-for-rent-at-gulshan/477,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Gulshan, Gulshan-2,,10000,,,1,new,yes,available,unfurnished,yes,6,family,460000,yes,yes,
An unfurnished apartment of 3150SQFT up for rent @Banani, 4 bd, 4 ba,3150.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,170000.0,"The unfurnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 4 bedrooms, 4 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. We will help you decorate your home with finest furniture and top branded appliances. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. 
For more details contact us right away.",http://www.rentalhomebd.com/properties/an-unfurnished-apartment-of-3150sqft-up-for-rent-at-banani/452,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,12500,yes,yes,1,new,yes,available,unfurnished,yes,8,family,340000,yes,yes,
Residential space available now at @Banani, 4 bd, 4 ba,2850.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,180000.0,"A 2850SQFT apartment at Banani, consisting of 4 bedrooms, 4 bathrooms, 1 drawing dining space, 1 servant room with bathroom, 1 kitchen is planned such a way that is perfect for your family to move in. This semi furnished apartment could be furnished just the way you want it to be. With the top-class community, security system, 24/7 generator backup, 24/7 CCTV monitoring, car parking facility will help you feel just the homely vibe, so you don’t miss your own home. 
Contact us right away to rent the place.",http://www.rentalhomebd.com/properties/residential-space-available-now-at-at-banani/450,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,12000,yes,yes,1,new,yes,available,semi-furnished,yes,5,family,360000,yes,yes,
Furnished apartment up for rent @Gulshan, 3 bd, 3 ba,2200.0,"Gulshan, Gulshan-1, Dhaka",Apartment/Flats,Rent,170000.0,"A 2200 SQFT apartment in Gulshan is now up for rent for foreigners only. Furnished 3 bedrooms, 3 bathrooms, 1 drawing-dining space,  1 kitchen apartment is your place to live a comfortable life while your stay in this country. A fully secured place with 24/7 CCTV surveillance, 24/7 security guarded, protected neighbourhood, 1 car parking, 2 lifts will be your perfect home. Gulshan is the finest place to live with comfortableness and safety.
Let's help you move in in this decored place right now.",http://www.rentalhomebd.com/properties/furnished-apartment-up-for-rent-at-gulshan/461,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Residential,Dhaka,Gulshan, Gulshan-1,,,,,1,new,yes,,unfurnished,yes,3,family,240000,yes,yes,
Unfurnished apartment up for rent @Banani, 3 bd, 3 ba,2250.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,150000.0,"The unfurnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 3 bedrooms, 3 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. We will help you decorate your home with finest furniture and top branded appliances. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. 
For more details contact us right away.",http://www.rentalhomebd.com/properties/unfurnished-apartment-up-for-rent-at-banani/453,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,7500,yes,yes,1,new,yes,available,unfurnished,yes,9,family,300000,yes,yes,
A fully furnished apartment is up for rent @ Banani, 3 bd, 4 ba,2500.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,200000.0,"The furnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 3 bedrooms, 4 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. This nicely furnished apartment is ready for you to move in and make the best homely place you have ever experienced. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. 
For more details contact us right away.",http://www.rentalhomebd.com/properties/a-fully-furnished-apartment-is-up-for-rent-at-banani/454,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,15000,yes,yes,1,new,yes,available,furnished,yes,4,family,400000,yes,yes,
Unfurnished apartment @Gulshan, 3 bd, 3 ba,2500.0,"Gulshan, Gulshan-1, Dhaka",Apartment/Flats,Rent,140000.0,"An unfurnished apartment at Gulshan consisting of 03 bedrooms, 03 bathrooms, 01 drawing-dining space, 01 kitchen is now up for rent. It has every security measures that is required like 24/7 CCTV surveillance, 24/7 guarded to be the perfect place for any foreigner. We will help you to make it your dream home so that you feel belonged here in this country. For more details please feel free to contact us.",http://www.rentalhomebd.com/properties/unfurnished-apartment-at-gulshan/467,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Gulshan, Gulshan-1,,7000,,,1,new,yes,available,unfurnished,yes,5,family,280000,yes,yes,
A SEMI FURNISHED APARTMENT @BANANI, 4 bd, 5 ba,3200.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,210000.0,"The semi-furnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 4 bedrooms, 5 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. This nicely constructed apartment is ready for you to move in and make the best homely place you have ever experienced, we will help you furnish it the way you require. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. For more details contact us right away.",http://www.rentalhomebd.com/properties/a-semi-furnished-apartment-at-banani/455,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,13000,yes,yes,1,new,yes,available,semi-furnished,yes,4,family,420000,yes,yes,
2300SQFT UNFURNISHED APARTMENT @GULSHAN, 3 bd, 3 ba,2300.0,"Gulshan, Gulshan-1, Dhaka",Apartment/Flats,Rent,190000.0,"A finely decorated apartment in Gulshan consisting 3 bedrooms, 3 bathrooms, 1 drawing- dining space, 1 kitchen will be your perfect home. Gulshan area is one of the secured neighbouring place for any foreigner who desires to live a safe and comfortable in this foreign soil. 24/7 CCTV surveillance, 24/7 guarded, protected neighbourhood that will be a plus side to be added for your stay here. We will help you to decorate the place like the way you want. 
For more details about the property contact us right now.",http://www.rentalhomebd.com/properties/2300sqft-unfurnished-apartment-at-gulshan/459,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Gulshan, Gulshan-1,,,,,1,new,yes,available,unfurnished,yes,5,family,380000,yes,yes,
A semi-furnished apartment is now up for rent @Gulshan area, 4 bd, 4 ba,3400.0,"Gulshan, Gulshan-1, Dhaka",Apartment/Flats,Rent,170000.0,"The semi-furnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 4 bedrooms, 4 bathrooms, 1 drawing-dining space, 1 kitchen this apartment at Gulshan, the upper-class area is just what you require. It already has beautiful cabinets but we will help you decorate your home with finest furniture and top branded appliances. With 24/7 guarded, CCTV surveillance, generator backup, 2 car parking, secured neighbourhood etc. will help you feel secured while your stay here. 
For more details contact us right away.",http://www.rentalhomebd.com/properties/a-semi-furnished-apartment-is-now-up-for-rent-at-gulshan-area/457,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Residential,Dhaka,Gulshan, Gulshan-1,,9500,,,1,new,yes,available,semi-furnished,yes,4,family,240000,yes,yes,
A 5500SQFT apartment is up for rent @Banani, 5 bd, 5 ba,5500.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,600000.0,"The unfurnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 5 bedrooms, 5 bathrooms, 2 servant room with bathroom, 2 drawing-dining space, 2 kitchen this apartment at Banani, the upper-class area is just what you require. We will help you decorate your home with finest furniture and top branded appliances. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. 
For more details contact us right away.",http://www.rentalhomebd.com/properties/a-5500sqft-apartment-is-up-for-rent-at-banani/456,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,30000,yes,yes,1,new,yes,available,unfurnished,yes,1,family,1200000,yes,yes,
1800 SQFT APARTMENT UP FOR RENT @BANANI, 4 bd, 4 ba,1800.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,155000.0,"The semi-furnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 4 bedrooms, 4 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. This nicely constructed apartment is ready for you to move in and make the best homely place you have ever experienced, we will help you furnish it the way you require. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. 
For more details contact us right away.",http://www.rentalhomebd.com/properties/1800-sqft-apartment-up-for-rent-at-banani/451,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,yes,yes,1,new,yes,available,semi-furnished,yes,1,family,310000,yes,yes,
A fully furnished apartment is up for rent @ Gulshan, 3 bd, 3 ba,2000.0,"Gulshan, Gulshan-1, Dhaka",Apartment/Flats,Rent,140000.0,"A fully furnished apartment here in Gulshan, Dhaka is now up for rent for the foreigners to make them feel home. Consisting 3 bedrooms, 3 bathrooms, drawing-dining apace, 1 kitchen that has been constructed and furnished such a way that all you need is to just move in. All the security measures are taken with  24/7 CCTV surveillance, 24/7 guarded, 2 car parking, professionally guarded neighbourhood is what makes this place perfect for anyone who wants safety and comfortableness. 
Let us help you to move in so contact us right away.",http://www.rentalhomebd.com/properties/a-fully-furnished-apartment-is-up-for-rent-at-gulshan/460,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,Gulshan, Gulshan-1,,,,,1,new,yes,available,unfurnished,yes,3,family,280000,yes,yes,
A SEMI FURNISHED APARTMENT @BANANI, 3 bd, 4 ba,2150.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,150000.0,"A 2150 SQFT apartment consisting of 3 bedrooms, 4 bathrooms, 1 drawing dining space, 1 servant room with bathroom, 1 kitchen is planned such a way that is perfect for your family to move in. This semi furnished apartment could be furnished just the way you want it to be. With the top-class community, security system, 24/7 generator backup, 24/7 CCTV monitoring, car parking facility will help you feel just the homely vibe, so you don’t miss your own home. Contact us right away to rent the place.",http://www.rentalhomebd.com/properties/a-semi-furnished-apartment-at-banani/447,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,9000,yes,yes,1,new,yes,available,semi-furnished,yes,6,family,300000,yes,yes,
Unfurnished apartment is now up for rent at @Gulshan area, 4 bd, 4 ba,3500.0,"Gulshan-1, Gulshan-1, Dhaka",Apartment/Flats,Rent,320000.0,"An unfurnished apartment of 3500 SQFT is now up for rent at Gulshan-1. This apartment consists of 4 beds, 4 baths, 1 drawing-dining space, 1 kitchen that has been constructed professionally for you. We will help you to decorate the whole place the way you want with all the classy furniture and branded home electronic appliances to make your life easier in every way. It has every security measures that would be needed for a secured stay like 24/7 CCTV, 24/7 guarded, secured neighbourhood, 2 car parking. 
For more details please feel free to contact us right away.",http://www.rentalhomebd.com/properties/unfurnished-apartment-is-now-up-for-rent-at-at-gulshan-area/458,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Residential,Dhaka,,"Gulshan-1, Gulshan-1",,15000,,,1,new,yes,available,unfurnished,yes,1,family,640000,yes,yes,
A 2150SQFT APARTMENT @BANANI, 3 bd, 3 ba,2150.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,130000.0,"A finest looking cozy apartment for you is now up for rent that consists of 3 bedrooms, 3 bathrooms, 1 drawing-dining space, 1 kitchen. With other facilities like 24/7 security, CCTV monitoring, generator backup, 1 car parking just adds little bit convenience while your stay here. We will help you decorate your home with finest furniture and top branded appliances. This apartment will be perfect for you and your family as Banani is one of the convenient area for all. 
So what are you waiting for? Contact us for more details.",http://www.rentalhomebd.com/properties/a-2150sqft-apartment-at-banani/449,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,10000,yes,yes,1,new,yes,available,unfurnished,yes,4,family,260000,yes,yes,
An apartment is now up for rent @Banani, 3 bd, 3 ba,2200.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,135000.0,"The unfurnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 3 bedrooms, 3 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. We will help you decorate your home with finest furniture and top branded appliances. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. For more details contact us right away.",http://www.rentalhomebd.com/properties/an-apartment-is-now-up-for-rent-at-banani/448,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,8000,yes,yes,1,new,yes,available,unfurnished,yes,5,family,270000,yes,yes,
An amazing 2200 SQFT furnished apartment @ Banani, 3 bd, 3 ba,2200.0,"Banani, Banani, Dhaka",Apartment/Flats,Rent,150000.0,"The furnished apartment is now up for rent that just need your touch to make it your comfort home. Consisting with 3 bedrooms, 3 bathrooms, 1 servant room with bathroom, 1 drawing-dining space, 1 kitchen this apartment at Banani, the upper-class area is just what you require. This nicely furnished apartment is ready for you to move in and make the best homely place you have ever experienced. With 24/7 guarded, CCTV surveillance, generator backup, 1 car parking, secured neighbourhood etc. will help you feel secured while your stay here. For more details contact us right away.",http://www.rentalhomebd.com/properties/an-amazing-2200-sqft-furnished-apartment-at-banani/446,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Residential,Dhaka,Banani,,,9000,yes,yes,1,new,yes,available,furnished,yes,2,family,300000,yes,yes,
