title,basic_info,amenities,address,type,purpose(rent/sale),price_in_BDT,details,page_url,listing_url
A 1850SQFT UNFURNISHED APARTMENT IS UP FOR RENT @BANANI," 1850 sqft, 3 bd, 3 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 120000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  2,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  5500,,Advance Deposit:  240000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/a-1850sqft-unfurnished-apartment-is-up-for-rent-at-banani/441
An apartment is now up for rent @Banani," 2200 sqft, 3 bd, 3 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 135000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  8000,,Advance Deposit:  270000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/an-apartment-is-now-up-for-rent-at-banani/448
A 2150SQFT APARTMENT @BANANI," 2150 sqft, 3 bd, 3 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 130000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  10000,,Advance Deposit:  260000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/a-2150sqft-apartment-at-banani/449
A SEMI FURNISHED APARTMENT @BANANI," 2150 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 150000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  6,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  9000,,Advance Deposit:  300000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/a-semi-furnished-apartment-at-banani/447
1800 SQFT APARTMENT UP FOR RENT @BANANI," 1800 sqft, 4 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 155000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  1,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  10000,,Advance Deposit:  310000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/1800-sqft-apartment-up-for-rent-at-banani/451
Residential space available now at @Banani," 2850 sqft, 4 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  12000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/residential-space-available-now-at-at-banani/450
An unfurnished apartment of 3150SQFT up for rent @Banani," 3150 sqft, 4 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Banani, Banani, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  8,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  12500,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=3,http://www.rentalhomebd.com/properties/an-unfurnished-apartment-of-3150sqft-up-for-rent-at-banani/452
Commercial space up for rent @Mirpur," 900 sqft, 0 bd, 0 ba","Intercom,Electricity,Elevator,Security Guard,CCTV,WASA","Mirpur, Mirpur, Dhaka",Office space,Rent, 50000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/commercial-space-up-for-rent-at-mirpur/434
OFFICE SPACE UP FOR RENT @mipur," 6000 sqft, 0 bd, 0 ba","Intercom,Electricity,Elevator,Security Guard,CCTV,WASA","Mirpur, Mirpur, Dhaka",Office space,Rent, 360000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/office-space-up-for-rent-at-mipur/435
A 1800 SQFT COMMERCIAL SPACE UP FOR RENT @mirpur," 1800 sqft, 0 bd, 0 ba","Intercom,Electricity,Elevator,Security Guard,CCTV,WASA","Mirpur, Mirpur, Dhaka",Office space,Rent, 80000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/a-1800-sqft-commercial-space-up-for-rent-at-mirpur/433
A CLASSY 2400 SQFT APARTMENT @ BARIDHARA DIPLOMATIC ZONE," 2400 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  10000,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/a-classy-2400-sqft-apartment-at-baridhara-diplomatic-zone/421
An unfurnished 2800 SQFT apartment @ Baridhara Diplomatic Zone," 2800 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 185000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Advance Deposit:  370000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/an-unfurnished-2800-sqft-apartment-at-baridhara-diplomatic-zone/422
A 3000 SQFT SEMI FURNISHED APARTMENT @BARIDHARA DIPLOMATIC ZONE," 3000 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 200000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  10000,,Advance Deposit:  400000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/a-3000-sqft-semi-furnished-apartment-at-baridhara-diplomatic-zone/423
A commercial open space of 2246 SQFT up for rent @ Uttara," 2246 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Uttara, Uttara, Dhaka",Office space,Rent, 280750/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,,Advance Deposit:  561500,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/a-commercial-open-space-of-2246-sqft-up-for-rent-at-uttara/420
A 2250 SQFT APARTMENT @BARIDHARA DIPLOMATIC ZONE IS UP FOR RENT NOW," 2250 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 180000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Advance Deposit:  360000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/a-2250-sqft-apartment-at-baridhara-diplomatic-zone-is-up-for-rent-now/425
An amazing 2300 SQFT furnished apartment @ Baridhara Diplomatic Zone," 2300 sqft, 3 bd, 4 ba","Intercom,Electricity,Safety Grill,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 170000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  8000,,Advance Deposit:  340000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/an-amazing-2300-sqft-furnished-apartment-at-baridhara-diplomatic-zone/424
Commercial space up for rent @Mirpur," 1100 sqft, 0 bd, 0 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Mirpur, Mirpur, Dhaka",Office space,Rent, 77000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/commercial-space-up-for-rent-at-mirpur/427
Commercial space up for rent @Mirpur," 4500 sqft, 0 bd, 0 ba","Intercom,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Mirpur, Baridhara, Dhaka",Office space,Rent, 300000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/commercial-space-up-for-rent-at-mirpur/428
Commercial Space @Mirpur," 1100 sqft, 0 bd, 0 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Mirpur, Mirpur, Dhaka",Office space,Rent, 71500/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/commercial-space-at-mirpur/426
Commercial space up for rent @Mirpur," 1000 sqft, 0 bd, 0 ba","Intercom,Electricity,Elevator,Security Guard,CCTV,WASA","Mirpur, Mirpur, Dhaka",Office space,Rent, 50000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/commercial-space-up-for-rent-at-mirpur/429
An semi furnished apartment of 2700 SQFT @Baridhara Diplomatic Zone," 2700 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 220000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Advance Deposit:  440000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/an-unfurnished-apartment-of-2700-sqft-at-baridhara-diplomatic-zone/430
Commercial space up for rent @Mirpur," 1000 sqft, 0 bd, 0 ba","Intercom,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Mirpur, Mirpur, Dhaka",Office space,Rent, 50000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/commercial-space-up-for-rent-at-mirpur/432
5000SQFT COMMERCIAL SPACE UP FOR RENT @ UTTARA," 5000 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Uttara, Uttara, Dhaka",Office space,Rent, 675000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  5,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,,Advance Deposit:  1350000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/5000sqft-commercial-space-up-for-rent-at-uttara/416
A SEMI FURNISHED APARTMENT @BARIDHARA DIPLOMATIC ZONE," 3250 sqft, 4 bd, 5 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 240000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Semi-Furnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Advance Deposit:  480000,",http://www.rentalhomebd.com/properties?page=4,http://www.rentalhomebd.com/properties/a-semi-furnished-apartment-at-baridhara-diplomatic-zone/431
Looking for a good place to start your business @ UTTARA," 8000 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Uttara, Uttara, Dhaka",Office space,Rent, 1280000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  7,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,,Advance Deposit:  2560000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/looking-for-a-good-place-to-start-your-business-at-uttara/417
Commercial space up for rent @Gulshan Avenue," 2557 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan, Gulshan-2, Dhaka",Office space,Rent, 447475/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  1,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,,Advance Deposit:  894950,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/commercial-space-up-for-rent-at-gulshan-avenue/418
An unfurnished 4200 SQFT apartment @ Baridhara Diplomatic Zone," 4200 sqft, 5 bd, 6 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 280000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  1,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  15000,,Advance Deposit:  560000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/an-unfurnished-4200-sqft-apartment-at-baridhara-diplomatic-zone/404
A commercial open space of 2500 SQFT @ Uttara," 2500 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Uttara, Uttara, Dhaka",Office space,Rent, 250000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  4,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,,Advance Deposit:  500000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/a-commercial-open-space-of-2500-sqft-at-uttara/419
Amazing building @ Baridhara Diplomatic Zone is up for rent," 3000 sqft, 4 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,CCTV,WASA,Guard's Room,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 1400000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  5,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Advance Deposit:  2800000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/amazing-building-at-baridhara-diplomatic-zone-is-up-for-rent/405
A 2200 SQFT APARTMENT @BARIDHARA DIPLOMATIC ZONE IS UP FOR RENT NOW," 2200 sqft, 3 bd, 4 ba","Intercom,Electricity,Govt. Gas,Elevator,Security Guard,CCTV,WASA,Child Allowed","Baridhara Diplomatic Zone, Baridhara, Dhaka",Apartment/Flats,Rent, 190000/mo,"Property Condition:  New,,Available For:  Family,,Floor Number:  3,,Kitchen:  1,,Drawing Room:  Yes,,Dining Room:  Yes,,Living Room:  Yes,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Servent Room:  Yes,,Staff Toilet:  Yes,,Nagotiable:  Yes,,Service Charge:  10000,,Advance Deposit:  380000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/a-2200-sqft-apartment-at-baridhara-diplomatic-zone-is-up-for-rent-now/406
5062 SQFT Office space @Gulshan Avenue," 5062 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan Avenue, Gulshan-2, Dhaka",Office space,Rent, 1898250/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  1,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Advance Deposit:  3796500,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/5062-sqft-office-space-at-gulshan-avenue/408
5062 SQFT Office space @Gulshan Avenue," 5062 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan Avenue, Gulshan-2, Dhaka",Office space,Rent, 1645150/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  2,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Nagotiable:  Yes,,Advance Deposit:  3290300,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/5062-sqft-office-space-at-gulshan-avenue/409
5062 SQFT open commercial space @Gulshan Avenue," 5062 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan Avenue, Gulshan-2, Dhaka",Office space,Rent, 2126040/mo,"Property Condition:  New,,Available For:  Any,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Nagotiable:  Yes,,Advance Deposit:  4252080,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/5062-sqft-open-commercial-space-at-gulshan-avenue/407
A 14000 SQFT COMMERCIAL SPACE UP FOR RENT @ GULSHAN AVENUE," 14000 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan Avenue, Gulshan-2, Dhaka",Office space,Rent, 3150000/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  11,,Furnished Status:  Unfurnished,,Nagotiable:  Yes,,Advance Deposit:  6300000,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/a-14000-sqft-commercial-space-up-for-rent-at-gulshan-avenue/412
Commercial space @Gulshan Avenue (Floor-3rd to 7th)," 5062 sqft, 0 bd, 0 ba","Intercom,Fire Alarm,Electricity,Elevator,Security Guard,CCTV,WASA,Guard's Room","Gulshan Avenue, Gulshan-2, Dhaka",Office space,Rent, 1392050/mo,"Property Condition:  New,,Available For:  Any,,Floor Number:  3,,Furnished Status:  Unfurnished,,Car Parking:  Available,,Nagotiable:  Yes,,Advance Deposit:  2784100,",http://www.rentalhomebd.com/properties?page=5,http://www.rentalhomebd.com/properties/commercial-space-at-gulshan-avenue-floor-3rd-to-7th/410
