title,building_type,area,num_bed,num_bath,location,price,amenities,purpose,listing_url
নবধারা স্যাটেলাইট সিটিতে কর্নার প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1800000 ,[None],,https://homefairbd.com/ad/%E0%A6%A8%E0%A6%AC%E0%A6%A7%E0%A6%BE%E0%A6%B0%E0%A6%BE-%E0%A6%B8%E0%A7%8D%E0%A6%AF%E0%A6%BE%E0%A6%9F%E0%A7%87%E0%A6%B2%E0%A6%BE%E0%A6%87%E0%A6%9F-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%A8%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%A9-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
Resedential plot for sale in Dhaka Golden city @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1225000 ,[None],sale,https://homefairbd.com/ad/resedential-plot-for-sale-in-dhaka-golden-city
810 Sqft ready Flat Sale In Uttara, Apartment , 810 sqft , 2 Bed(s) , 2 Bath(s) ," Uttara, Dhaka",BDT 5700000 ,"Drawing,Dining,Parking,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/810-Sqft-ready-Flat-Sale-In-Uttara
 A luxurious duplex in Lalmatia @ 3000 Sqft , Apartment , 3000 sqft , 4 Bed(s) , 5 Bath(s) ," Lalmatia, Dhaka",BDT 33500000 ,"Drawing,Dining,Balcony,Electricity,Water,Lift,Generator,Parking, 3 Balcony ",,https://homefairbd.com/ad/a-luxurious-duplex-in-lalmatia-3000-sqft
Full Ready Flat for Sale in Bashundhara @ 1530 Sqft, Apartment , 1530 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11000000 ,"Balcony,Drawing,Dining,Electricity,Lift,Parking,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/full-ready-flat-for-sale-in-bashundhara-1530-sqft
Luxurious Ready flat in Gulshan- 1 @ 2119 Sqft, Apartment , 2119 sqft , 3 Bed(s) , 3 Bath(s) ," Gulshan, Dhaka",BDT 32000000 ,"Balcony,Drawing,Dining,Electricity,Lift,Parking,Water, 2 Balcony ",,https://homefairbd.com/ad/luxurious-ready-flat-in-gulshan-1
Exclusive ready flat in Bashundhara @ 1500 sqft, Apartment , 1500 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11000000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 4 Balcony ",,https://homefairbd.com/ad/exclusive-ready-flat-in-bashundhara-1500-sqft
Flat sale in bornomala point sylhet @ 1750 Sqft , Apartment , 1750 sqft , 3 Bed(s) , 3 Bath(s) , Sylhet,BDT 6475000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator,generator, 4 Balcony ",sale,https://homefairbd.com/ad/flat-sale-in-bornomala-point-sylhet-1750-sqft
Ready plot for sale in Bosila @ 5 Katha, Land ,  katha ,,," Bosila, Dhaka",BDT 11000000 ,[None],sale,https://homefairbd.com/ad/ready-plot-for-sale-in-bosila-5-katha
Ready flat sale in bornomala point sylhet @ 1750 Sqft, Apartment , 1750 sqft , 3 Bed(s) , 3 Bath(s) , Sylhet,BDT 6475000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator,generator, 4 Balcony ",sale,https://homefairbd.com/ad/ready-flat-sale-in-bornomala-point-sylhet-1750-sqft
ঢাকা সান সিটিতে কর্মাশিয়াল প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%B8%E0%A6%BE%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%AE%E0%A6%BE%E0%A6%B6%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
Resedential plot for sale in Bosila @ 5 Katha, Land ,  katha ,,," Bosila, Dhaka",BDT 10500000 ,[None],sale,https://homefairbd.com/ad/resedential-plot-for-sale-in-bosila-5-katha
কেরানীগঞ্জে দক্ষিনমুখী কর্নার প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 4500000 ,[None],,https://homefairbd.com/ad/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87-%E0%A6%A6%E0%A6%95%E0%A7%8D%E0%A6%B7%E0%A6%BF%E0%A6%A8%E0%A6%AE%E0%A7%81%E0%A6%96%E0%A7%80-%E0%A6%95%E0%A6%B0%E0%A7%8D%E0%A6%A8%E0%A6%BE%E0%A6%B0-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
ঢাকা গোল্ডেন সিটিতে কমার্শিয়াল প্লট @ ৫ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],,https://homefairbd.com/ad/%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE-%E0%A6%97%E0%A7%8B%E0%A6%B2%E0%A7%8D%E0%A6%A1%E0%A7%87%E0%A6%A8-%E0%A6%B8%E0%A6%BF%E0%A6%9F%E0%A6%BF%E0%A6%A4%E0%A7%87-%E0%A6%95%E0%A6%AE%E0%A6%BE%E0%A6%B0%E0%A7%8D%E0%A6%B6%E0%A6%BF%E0%A7%9F%E0%A6%BE%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A7%AB-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE
Resedential plot for sale in Dhaka Sun city @ 2.5 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1225000 ,[None],sale,https://homefairbd.com/ad/resedential-plot-for-sale-in-dhaka-sun-city
SAF Arcadia Flat, Apartment , 1380 sqft , 3 Bed(s) , 3 Bath(s) , Chittagong,BDT 8300000 , 3 Balcony ,,https://homefairbd.com/ad/SAF-Arcadia-Flat
1661 sqft Luxurious flat for sale in Uposhohor Rajshahi , Apartment , 1661 sqft , 3 Bed(s) , 3 Bath(s) , Rajshahi,BDT 6644000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator,generator, 3 Balcony ",sale,https://homefairbd.com/ad/luxurious-flat-for-sale-in-uposhohor-rajshahi
1090 sqft semi ready flat for sale in South Paikpara, Apartment , 1090 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 5100000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/1090-sqft-semi-ready-flat-for-sale-in-south-paikpara
Ready Apartment Sale in Bashundhara F block @ 2513 sqft, Apartment , 2070 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 20000000 ,"Balcony,Drawing,Dining,Parking,Electricity,lift,Water,Generator, 4 Balcony ",Sale,https://homefairbd.com/ad/ready-apartment-sale-in-bashundhara-f-block
Semi ready flat sale in Mirpur-2 @ 1280 Sqft, Apartment , 1280 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur-2, Dhaka",BDT 6588000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,generator,parking, 2 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-mirpur-2
Used flat for sale in South Banasree @1375 Sqft, Apartment , 1375 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 7700000 ,"Drawing,Dining,Electricity,Water,Parking,Lift,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-south-banasree-1375-sqft
Ready Flat In Adabor @ 2108 Sqft, Apartment , 2108 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 14200000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator, 3 Balcony ",,https://homefairbd.com/ad/ready-flat-in-adabor-2108-Sqft
Plot for sale in Dhaka sun city @5 katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2700000 ,[None],sale,https://homefairbd.com/ad/plot-for-sale-in-dhaka-sun-city
Ready Flat Sale in Bagbari Sylhet @ 1600 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) , Sylhet,BDT 3700 ,"Drawing,Dining,Parking,Electricity,Water,Lift,Generator,generator, 4 Balcony ",Sale,https://homefairbd.com/ad/ready-flat-sale-in-bagbari-sylhet-1600-sqft
Semi Ready flat in Dia bari Uttara @ 1195 Sqft, Apartment , 1195 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 7200000 ,"Drawing,Dining,Electricity,Parking,Water,Lift,generator, 3 Balcony ",,https://homefairbd.com/ad/semi-ready-flat-in-dia-bari-uttara-1195-sqft
Semi ready flat sale in Ashkona @ 1200 Sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Ashkona, Dhaka",BDT 5400000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,generator,parking, 2 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-sale-in-ashkona-1200-sqft
বিশেষ মূল্য ছাড়ে ৩ কাঠা প্লট  বিক্রয়@কেরানীগঞ্জ, Land ,  katha ,,, Dhaka,BDT 1200000 ,[None],,https://homefairbd.com/ad/%E0%A6%A4%E0%A6%BF%E0%A6%A8-%E0%A6%95%E0%A6%BE%E0%A6%A0%E0%A6%BE-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F-%E0%A6%AC%E0%A6%BF%E0%A6%95%E0%A7%8D%E0%A6%B0%E0%A7%9F-%E0%A6%A2%E0%A6%BE%E0%A6%95%E0%A6%BE%E0%A6%B0-%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87
Used Flat Sale near Badda link road @1144 Sqft, Apartment , 1144 sqft , 3 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 7000000 ,"Drawing,Dining,Electricity,Lift,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-sale-near-badda-link-road
Semi ready flat for sale in South Paikpara, Apartment , 1090 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur-1, Dhaka",BDT 5019000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator,parking, 2 Balcony ",sale,https://homefairbd.com/ad/semi-ready-flat-for-sale-in-south-paikpara
গ্রীণ বাংলা হাউজিং প্রকল্পে ৩ কাঠার রেডি প্লট, Land ,  katha ,,," Gollamari, Khulna",BDT 1050000 ,[None],,https://homefairbd.com/ad/%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A3-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%9C%E0%A6%BF%E0%A6%82-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Ready Apartment in Bashundhara F block @ 1500 Sqft, Apartment , 1500 sqft , 3 Bed(s) , 2 Bath(s) ," Bashundhara , Dhaka",BDT 11000000 ,"Balcony,Drawing,Dining,Electricity,Lift,Parking,Water, 2 Balcony ",,https://homefairbd.com/ad/ready-apartment-in-bashundhara-f-block-1500-sqft
Ready flat for sell in Middle Badda @1200 sqft, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) , Dhaka,BDT 6840000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",,https://homefairbd.com/ad/ready-flat-for-sell-in-middle-badda
Flat for sale in Kazipara Mirpur @ 900 sqft, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Kazi Para, Dhaka",BDT 4600000 ,"Drawing,Dining,Electricity,Water,Parking,generator,Parking, 2 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-kazipara-mirpur
Exclusive Ready flat for sale in Gulshan @ 2119 Sqft, Apartment , 2119 sqft , 3 Bed(s) , 3 Bath(s) ," Gulshan, Dhaka",BDT 32000000 ,"Balcony,Drawing,Dining,Electricity,Lift,Parking,Water, 2 Balcony ",sale,https://homefairbd.com/ad/exclusive-ready-flat-for-sale-in-gulshan-2119-sqft
গ্রীণ বাংলা হাউজিং প্রকল্পে ৩ কাঠার আবাসিক প্লট, Land ,  katha ,,, Khulna,BDT 1050000 ,[None],,https://homefairbd.com/ad/%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%A3-%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE-%E0%A6%B9%E0%A6%BE%E0%A6%89%E0%A6%9C%E0%A6%BF%E0%A6%82-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%95%E0%A6%B2%E0%A7%8D%E0%A6%AA%E0%A7%87-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Commercial Land in dhaka golden city @ 5 katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2950000 ,[None],sale,https://homefairbd.com/ad/commercial-land-in-dhaka-golden-city
5 katha land for sale in Dhaka sun city , Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],sale,https://homefairbd.com/ad/5-katha-land-for-sale-in-dhaka-sun-city
ধলেশ্বরী টোল প্লাজার সাথে রেডি প্লট @ ৩ কাঠা, Land ,  katha ,,," Keranigonj, Dhaka",BDT 2400000 ,[None],,https://homefairbd.com/ad/%E0%A6%A7%E0%A6%B2%E0%A7%87%E0%A6%B6%E0%A7%8D%E0%A6%AC%E0%A6%B0%E0%A7%80-%E0%A6%9F%E0%A7%8B%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B0-%E0%A6%B8%E0%A6%BE%E0%A6%A5%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Ready flat for sale in Mirpur-1 @ 1200 sqft, Apartment , 1200 sqft , 3 Bed(s) , 2 Bath(s) ," Mirpur-1, Dhaka",BDT 4200000 ,"Drawing,Dining,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-mirpur-1-1200-sqft
Ready Apartment for sale in Uttara @ 862 Sqft, Apartment , 862 sqft , 3 Bed(s) , 2 Bath(s) ," Uttara, Dhaka",BDT 5800000 ,"Drawing,Dining,Parking,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-apartment-for-sale-in-uttara-862-sqft
South Facing 5 katha land for sale in Dhaka sun city , Land ,  katha ,,," Keranigonj, Dhaka",BDT 2450000 ,[None],sale,https://homefairbd.com/ad/south-facing-5-katha-land-for-sale-in-dhaka-sun-city
কেরানীগঞ্জে বিশেষ অফারে ৩ কাঠার রেডি প্লট, Land ,  katha ,,," Keranigonj, Dhaka",BDT 6300000 ,[None],,https://homefairbd.com/ad/%E0%A6%95%E0%A7%87%E0%A6%B0%E0%A6%BE%E0%A6%A8%E0%A7%80%E0%A6%97%E0%A6%9E%E0%A7%8D%E0%A6%9C%E0%A7%87-%E0%A6%AC%E0%A6%BF%E0%A6%B6%E0%A7%87%E0%A6%B7-%E0%A6%85%E0%A6%AB%E0%A6%BE%E0%A6%B0%E0%A7%87-%E0%A6%B0%E0%A7%87%E0%A6%A1%E0%A6%BF-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
Exclusive Resedential plot sale in Dhaka Sun city @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],sale,https://homefairbd.com/ad/exclusive-resedential-plot-sale-in-dhaka-sun-city
ঢাকা মাওয়া হাইওয়ে ঘেঁষে ৫ কাঠা কমার্শিয়াল প্লট , Land ,  katha ,,," Keranigonj, Dhaka",BDT 2750000 ,[None],,https://homefairbd.com/ad/5-katha-commercial-Plot-sale-near-dhaka%20
রুপসা টোল প্লাজা ব্রীজ সংলগ্ন আবাসিক প্লট @ ৩ কাঠা, Land ,  katha ,,, Khulna,BDT 1050000 ,[None],,https://homefairbd.com/ad/%E0%A6%B0%E0%A7%81%E0%A6%AA%E0%A6%B8%E0%A6%BE-%E0%A6%9F%E0%A7%8B%E0%A6%B2-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%BE%E0%A6%9C%E0%A6%BE-%E0%A6%AC%E0%A7%8D%E0%A6%B0%E0%A7%80%E0%A6%9C-%E0%A6%B8%E0%A6%82%E0%A6%B2%E0%A6%97%E0%A7%8D%E0%A6%A8-%E0%A6%86%E0%A6%AC%E0%A6%BE%E0%A6%B8%E0%A6%BF%E0%A6%95-%E0%A6%AA%E0%A7%8D%E0%A6%B2%E0%A6%9F
এ ব্লকে ৫ শতাংশের প্লট @জিনজিরা, Land ,  sothok ,,," Keranigonj, Dhaka",BDT 3500000 ,[None],,https://homefairbd.com/ad/5-shatak-plot-for-sale-in-a-block-in-jinjira
1460 Sqft used flat sale in Kalabagan, Apartment , 1460 sqft , 3 Bed(s) , 3 Bath(s) ," Dhanmondi, Dhaka",BDT 13000000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-kalabagan
Land sale in dhaka sun city with attractive price @ 3 Katha, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],sale,https://homefairbd.com/ad/land-sale-in-dhaka-sun-city-with-attractive-price
990 sqft ready flat for sale in Kazipara, Apartment , 990 sqft , 2 Bed(s) , 2 Bath(s) ," Kazi Para, Dhaka",BDT 5300000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/990-sqft-ready-flat-for-sale-in-Kazipara
1400 Sqft Semi-ready Flat Sale In Matikata Bazar, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7200000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/1400-Sqft-Semi-ready-Flat-Sale-In-Matikata-Bazar
950 Sqft Used flat sale in badda , Apartment , 950 sqft , 2 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 6500000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",sale,https://homefairbd.com/ad/950-Sqft-used-flat-sale-in-badda
Ready flat for sale in Merul Badda @ 1300 Sqft , Apartment , 1300 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 5500000 ,"Drawing,Dining,Electricity,Water,Lift,Parking,generator, 2 Balcony ",sale,https://homefairbd.com/ad/ready-flat-for-sale-in-merul-badda-1300-sqft
1620 Sqft Semi-ready Flat Sale In Uttara, Apartment , 1620 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 15700000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/1620-Sqft-Semi-ready-Flat-Sale-In-Uttara
Used Flat for sale in Dia bari Uttara @ 1150 Sqft , Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 6700000 ,"Drawing,Dining,Parking,Electricity,Water,Lift,generator, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-dia-bari-uttara-1150-sqft
Ready flat sale in South Banasree @ 1400 sqft, Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 6580000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/Ready-flat-sale-in-South-Banasree-1400-sqft
1090 Sqft semi-ready Flat Sale In Uattar Badda, Apartment , 1090 sqft , 3 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 5000000 ,"Drawing,Dining,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/1090-Sqft-semi-ready-Flat-Sale-In-Uattar-Badda
Used flat Sale in Kallyanpur @1072 sqft, Apartment , 1072 sqft , 3 Bed(s) , 2 Bath(s) ," Kallyanpur, Dhaka",BDT 5200000 ,"Drawing,Dining,Parking,Electricity,Water,lift, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-sale-in-kallyanpur-1072-sqft
1100 Sqft Flat Sale @ South Banasree, Apartment , 1100 sqft , 3 Bed(s) , 2 Bath(s) ," Banasree, Dhaka",BDT 4400000 ,"Drawing,Dining,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/1100-Sqft-Flat-Sale-In-South-Banasree
1250 Sqft Used Flat Sale In South Banasree, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 7000000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/1250-Sqft-Used-Flat-Sale-In-South-Banasree
Used flat sale in Adabor @ 1650 sqft, Apartment , 1650 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 8000000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 3 Balcony ",sale,https://homefairbd.com/ad/used-flat-sale-in-adabor-1650-sqft
900 Sqft Used Flat Sale In Uttara Sector-12, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Uttara, Dhaka",BDT 5500000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/Used-Flat-sale-in-Uttara-Sectar-12
1200 Sqft Used Flat Sale in North Badda , Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 5600000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 3 Balcony ",Sale,https://homefairbd.com/ad/1200-Sqft-used-flat-sale-in-north-badda
South corner 3 katha plot @keranigonj, Land ,  katha ,,," Keranigonj, Dhaka",BDT 1470000 ,[None],,https://homefairbd.com/ad/south-corner-3-katha-plot-at-keranigonj-dhaka
1400 Sqft Used flat for sale in Uttara , Apartment , 1400 sqft , 3 Bed(s) , 3 Bath(s) ," Uttara, Dhaka",BDT 8000000 ,"Drawing,Dining,Parking,Electricity,Lift,Water,generator, 3 Balcony ",sale,https://homefairbd.com/ad/1400-sqft-used-flat-for-sale-in-uttara
1560 sqft ready flat sale in South Banasree, Apartment , 1560 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 7488000 ,"Drawing,Dining,Lift,Lift,Generator,Electricity,Water, 3 Balcony ",sale,https://homefairbd.com/ad/1560-sqft-ready-flat-sale-in-South-Banasree
A luxurious Flat Sale in Bashundhara @ 1439 sqft, Apartment , 1439 sqft , 3 Bed(s) , 3 Bath(s) ," Bashundhara , Dhaka",BDT 11000000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/A-luxurious-Flat-Sale-in-Bashundhara-1439-sqft
Ready Flat Sale in uttar badda @ 727 sqft, Apartment , 727 sqft , 2 Bed(s) , 2 Bath(s) ," Badda, Dhaka",BDT 2900000 ,"Balcony,Drawing,Dining,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/ready-flat-sale-in-uttar-badda-727-sqft
Flat for sale in Mohammadpur @ 720 Sqft, Apartment , 720 sqft , 2 Bed(s) , 2 Bath(s) ," Mohammadpur, Dhaka",BDT 4200000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water, 1 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-mohammadpur-720-sqft
1412 sqft semi ready flat for sale in Pirerbag near Mirpur, Apartment ,  sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur, Dhaka",BDT 7400000 ,"Drawing,Dining,Parking,Electricity,Water,lift, 3 Balcony ",sale,https://homefairbd.com/ad/1412-sqft-semi-ready-flat-for-sale-in-pirerbag-near-mirpur
Used flat for sale in Pallabi @ 1600 Sqft, Apartment , 1600 sqft , 3 Bed(s) , 3 Bath(s) ," Pallabi, Dhaka",BDT 7500000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 3 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-pallabi-1600-sqft
Used Flat Sale In South Banasree @ 1250 Sqft, Apartment , 1250 sqft , 3 Bed(s) , 3 Bath(s) ," Banasree, Dhaka",BDT 7000000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-sale-in-south-banasree-1250-sqft
 Flat For Sale In Adabor @1245 Sqft, Apartment , 1245 sqft , 3 Bed(s) , 3 Bath(s) ," Adabor, Dhaka",BDT 7596000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/flat-for-sale-in-adabor-1245-Sqft
1200 Sqft Ready Apartment Sale in Mirpur, Apartment , 1200 sqft , 3 Bed(s) , 3 Bath(s) ," Mirpur-1, Dhaka",BDT 5700000 ,"Drawing,Dining,Parking,Lift,Generator,Electricity,Water, 2 Balcony ",Sale,https://homefairbd.com/ad/1200-Sqft-Ready-Apartment-Sale-in-Mirpur
900 Sqft used flat for sale in Mirpur-1, Apartment , 900 sqft , 2 Bed(s) , 2 Bath(s) ," Mirpur-1, Dhaka",BDT 3800000 ,"Balcony,Drawing,Dining,Parking,Generator,Lift,Lift,Electricity,Water, 2 Balcony ",sale,https://homefairbd.com/ad/used-flat-for-sale-in-mirpur-1
Used Flat For Sale in Uttar Badda @ 1150 sqft, Apartment , 1150 sqft , 3 Bed(s) , 3 Bath(s) ," Badda, Dhaka",BDT 5400000 ,"Drawing,Dining,Parking,Lift,Lift,Generator,Electricity,Water,generator, 2 Balcony ",Sale,https://homefairbd.com/ad/used-flat-for-sale-in-uttar-badda-1150-sqft
1400 Sqft Flat for sale in Tajmahal Road, Apartment , 1400 sqft , 4 Bed(s) , 3 Bath(s) ," Mohammadpur, Dhaka",BDT 10500000 ,"Drawing,Dining,Parking,Lift,Lift,Electricity,Water,lift,generator, 3 Balcony ",sale,https://homefairbd.com/ad/flat-for-sale-in-tajmahal-road
