address,num_bath_rooms,num_bed_rooms,property_overview,price,purpose,property_url,area,property_description,building_type,cctv-security-amenity,parking-spaces-amenity,electricity-backup-amenity,balcony-or-terrace-amenity,maintenance-staff-amenity,swimming-pool-amenity,furnished-amenity,building_nature,city,locality
Gulshan Dhaka,0.0,0.0,Commercial Proeprty Rent Gulshan-2,120.0,Rent,https://sharif.com.bd/dhaka/10022/commercial-property-rent-gulshan-2-dhaka,3250,Commercial Proeprty Rent Gulshan-2,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
"Tongi,Bangladesh",0.0,0.0,Building and Shed For Rent at Tongi Gazipur,22.0,Rent,https://sharif.com.bd/dhaka/10015/factory-building-shed-for-rent-at-tongi-gazipur,12000,Factory Building and Shed For Rent at Tongi Gazipur,Factory,,1.0,,,,,No,Commercial,Dhaka,
Tongi,0.0,0.0,Factory Building and Shed For Rent at Tongi Gazipur,25.0,Rent,https://sharif.com.bd/dhaka/10014/factory-building-shed-for-rent-at-tongi-gazipur,16000,Factory Building and Shed For Rent at Tongi Gazipur,Factory,,2.0,,,,,No,Commercial,Dhaka,
Tongi,0.0,0.0,30000 sqf warehouse for rent at Tongi Gazipur,20.0,Rent,https://sharif.com.bd/dhaka/10013/industrial-warehouse-for-rent-at-tongi-bisic-gazipur,30000,Industrial Warehouse For Rent at Tongi Bisic Gazipur,Warehouse,,2.0,,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,The prime place of Gulshan-1 circle Jabbar Tower 7th floor will rent for foreign company,80.0,Rent,https://sharif.com.bd/dhaka/10005/office-rent-in-gulshan-1,7200,Gulshan Commercial Space For Rent,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
,0.0,0.0,Warehouse Rent at Gazipur for foreign company and it may use product storage with all industrial conditions avilable,20.0,Rent,https://sharif.com.bd/dhaka/10006/warehouse-for-rent-gazipur,20000,Warehouse Rent Gazipur,Warehouse,,2.0,,,,,No,Commercial,Dhaka,
"Ashulia,Bangladesh",0.0,0.0,It is a warehouse for rent any betetr business,15.0,Rent,https://sharif.com.bd/dhaka/10007/warehouse-for-rent-ashulia-savar,25000,Warehouse For Rent Ashulia Savar,Warehouse,,2.0,,,,,No,Commercial,Dhaka,
,0.0,0.0,Commercial space rent at Mohakhali,70.0,Rent,https://sharif.com.bd/dhaka/10004/commercial-office-rent-mohakhali-dhaka,5000,Commercial Office Rent Mohakhali Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,Mohakhali
,0.0,0.0,Warehouse For Rent Gazipur Bangladesh,30.0,Rent,https://sharif.com.bd/dhaka/10008/warehouse-for-rent-gazipur-bangladesh,30000,Warehouse For Rent Gazipur Bangladesh,Warehouse,,2.0,,,,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,0.0,We are offering for rent at Gulshan  in a brand new building for office space rent at Gulshan Avenue,140.0,Rent,https://sharif.com.bd/dhaka/10010/office-space-for-rent-in-gulshan-avenue-dhaka,6500,Office Space For Rent in Gulshan Avenue Dhaka,Office,Yes,1.0,Yes,Yes,Yes,,No,Commercial,Dhaka,
Gulshan Dhaka,0.0,1.0,3 bed Furnished Apartment For Rent Gulshan-2,120000.0,Rent,https://sharif.com.bd/dhaka/10009/furnished-apartment-for-rent-gulshan-2,2200,Furnished Apartment For Rent Gulshan-2,Apartment,,1.0,Yes,,,,Yes,Residential,Dhaka,
"Tongi,Bangladesh",0.0,0.0,12000 sqf Factory For Rent at Tongi Gazipur,22.0,Rent,https://sharif.com.bd/dhaka/10012/factory-for-rent-at-tongi-gazipur,12000,Factory For Rent at Tongi Gazipur,Factory,,2.0,,,,,No,Commercial,Dhaka,
,0.0,0.0,Industrial building for rent at Gazipur,22.0,Rent,https://sharif.com.bd/dhaka/10011/industrial-building-for-rent-gazipur,27000,Industrial Building For Rent in Gazipur Bangladesh,Building,,2.0,,,,,No,Commercial,Dhaka,
Banani Dhaka,0.0,1.0,3 Bed apartment rent at Banani,70000.0,Rent,https://sharif.com.bd/dhaka/10003/non-furnished-apartment-rent-in-banani,2000,Non Furnished Apartment For Rent Banani,Apartment,,1.0,Yes,,,,No,Residential,Dhaka,
Gulshan Dhaka,0.0,0.0,"We are offer for high quality office at Gulshan Avenue for foreign companies and it is very modern fittings for operating office in Dhaka

1. Structure of this building is Elegantly Designed 40 Feet Height Atrium Entry to Reception Zone. 

2. Round the Clock Central Security Surveillance System.  
3. The Facade is done with Unitized Double Glazed System, Low-Emission Glass which is energy efficient, heat resistant, sound proof and will protect you from blue-ray and ultra-violate ray. 

4. The SKYMARK as water chilled central air-conditioning system with three numbers of chiller 675 TR Capecity, Brand- Trane, Country of Origin United States of America, Shipment from Trane France Plant

5. It has synchronized, full-backup generator two numbers of 1600KVA from Perkins, United Kingdom

6. Deep tube-well installed to meet the supply water requirement of the occupants in addition to general water supply. 
7. The Skymark has water softner and cold water transfer pump as per BNBC Standard - KSB brand from, Germany
8. The Skymark has fire protection System with Capacity of 750 USGPM, Brand Clark, United States of America

9. The Skymark has fire alarm and detection system as per NFPA Standard, Brand HONEYWELL, United States of America 

10. The Skymark has Substantion and AVR of 1600 KVA, Brand Siemens, Germany
 
11. The skymark has Faced Liging as per the recommendation of the international consultant HBL Brand, Malaysia 
12. Overall landscaping of the Skymark was done by DJC Lighting - Thailand - & Australia

13. 4 (Four) world class 15 passenger Elevators are taken from Mitsubishi, Thailand 

14. A triple height elegant reception will welcome you and your guests while entering the complex. Sufficient security measures are installed including CCTV surveillance. 
15. 4 (Four) basements with 113 car parking spaces are having proper ventilation.

16. To make your interior space functional and usable, You will have ample opening as the floors are having 11.5 feet high ceiling. 

17. Finest Building Management Service and Facility management services by Shanta Holdings Ltd.",180.0,Rent,https://sharif.com.bd/dhaka/10002/property-rent-gulshan-for-office,10000,Property Rent Gulshan for Office,Office,Yes,2.0,Yes,,Yes,Yes,No,Commercial,Dhaka,
Banani Dhaka,0.0,0.0,Office space rent Kemal Ataturk Avenue Banani,770000.0,Rent,https://sharif.com.bd/dhaka/10001/commercial-space-rent-banani-dhaka,7000,Commercial Space Rent Banani Dhaka,Office,,1.0,Yes,,,,No,Commercial,Dhaka,
