amenities,area,balconies,baths,bedroom,location,price,property_type,property_url,purpose
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245705/3-katha-under-development-residential-plot-sale-mohammadpur,Sale
"Security,Lift,Fire exit,WASA connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Garden,Solar panels,Servent Toilet,Fire Protection",1460 sqft,3,03,03,"Sayedabad , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/241622/1460-sqft-3-beds-under-construction-flats-for-sale-at-sayedabad,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1691 sqft,4,04,03,"Shantinagar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243767/1691-sqft-4-beds-flats-for-sale-shantinagar,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245079/3-katha-residential-plot-sale-basila-md-pur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",13.00 Lac,Residential Plot,https://www.bdhousing.com/details/244813/3-katha-residential-plot-sale-keraniganj-Modhucity%20,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245767/3-katha-ready-residential-plot-for-sale-at-mohammadpur,Sale
"Security,Lift,WASA connection,Self Water supply,Cylinder Gas,Electricity,Solar panels",1100 sqft,3,03,03,"Balughat , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243977/apartment-sale-balughat-ecb-chattor-dhaka-cantonment,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Keraniganj , Dhaka",13.00 Lac,Residential Plot,https://www.bdhousing.com/details/244812/5-katha-residential-plot-sale-keraniganj-modhu-city,Sale
"Security,Lift,Fire exit,WASA connection,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Security Alarm System,Electronic security,Servent Room,Servent Toilet,Fire Protection",1330 sqft,3,04,03,"Badda , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245429/3-beds-apartment-flats-sale-badda,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245155/5-katha-residential-plot-sale-basila,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245768/3-katha-under-development-residential-plot-for-sale-at-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",2200 sqft,4,03,04,"Shyamoli , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242289/2200-sqft-4-beds-under-construction-flats-for-sale-at-shyamoli,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245714/3-katha-ready-residential-plot-for-sale-at-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245189/3-katha-under-development-residential-plot-sale-basila,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245747/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245064/3-katha-residential-plot-sale-basila,Sale
"Security,Lift,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Electronic security,Garden,Solar panels",1400 sqft,3,04,03,"Eskaton , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/236918/1400-sqft-3-beds-under-construction-apartment-flats-for-sale-at-eskaton,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245770/3-katha-under-development-residential-plot-for-sale-at-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",6344 sqft,4,05,04,"Gulshan 02 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244253/6727-sqft-5-beds-under-construction-apartment-flats-for-sale-at-north-gulshan,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245771/ready-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245205/%E0%A6%98-%E0%A6%9F-%E0%A6%B0-%E0%A6%9A%E0%A6%B0-%E0%A6%B8-%E0%A6%B2%E0%A6%97-%E0%A6%A8-%E0%A6%AE-%E0%A6%B9-%E0%A6%AE-%E0%A6%AE-%E0%A6%A6%E0%A6%AA-%E0%A6%B0-%E0%A6%B0-%E0%A6%A8-%E0%A6%95%E0%A6%9F-%E0%A6%95-%E0%A6%B8-%E0%A6%A4-%E0%A6%A4-%E0%A6%AA-%E0%A6%B2%E0%A6%9F-%E0%A6%AC-%E0%A6%95-%E0%A6%B0%E0%A7%9F,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Servent Room,Servent Toilet,Fire Protection",1280 sqft,3,03,03,"Banasree , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/240208/1300-sqft-3-beds-under-construction-flats-for-sale-at-banasree,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",20.00 Lac,Residential Plot,https://www.bdhousing.com/details/245775/-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Keraniganj , Dhaka",13.00 Lac,Residential Plot,https://www.bdhousing.com/details/244822/5-katha-residential-plot-sale-keraniganj-modhu-city,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Purbachal , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245518/3-katha-under-development-residential-plot-for-sale-at-purbachal,Sale
"Security,Lift,WASA connection,Gas Connection,Generator,Inter com,CCTV,Solar panels",1600 sqft,3,04,03,"Mirpur 11 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238567/1600-sqft-3-beds-ready-apartment-flats-for-sale-at-mirpur-11,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",17.00 Lac,Residential Plot,https://www.bdhousing.com/details/245772/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Mohammadpur , Dhaka",,Residential Plot,https://www.bdhousing.com/details/244446/5-katha-ready%20-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245710/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Gas Connection,Electricity,Generator,Telephone line,Inter com,Garden,Guest Parking,Servent Room,Servent Toilet",2210 sqft,4,04,04,"Uttara , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238191/uttara-3-almost-ready-near-play-ground-lake-2210sqft-4-beds-flat-for-sale,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1350 sqft,2,03,03,"Aftab Nagar , Dhaka",92.05 Lac,Apartment/Flats,https://www.bdhousing.com/details/244498/aftabnagar-south-face-1350-sqft-flat-sale,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Keraniganj , Dhaka",14.00 Lac,Residential Plot,https://www.bdhousing.com/details/244717/5-katha-almost-ready-residential-plot-sale-keraniganj,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2050 sqft,4,04,04,"Bashundhara R/A , Dhaka",1.10 Cr.,Land Sharing Flat,https://www.bdhousing.com/details/245702/2050-sqft-4-beds-upcoming-land-sharing-flat-sale-bashundhara-r-a,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1260 sqft,2,03,03,"Monipur , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/243765/1340-sqft-under-construction-apartment-flats-sale-monipur,Sale
"Mosque/Prayer Room,Security,Lift,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Gymnasium,Garden,Guest Parking,Servent Room,Fire Protection",2235 sqft,5,04,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/242829/2205-sqft-4-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",3500 sqft,4,04,04,"Gulshan 02 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238634/3500-sqftf-lats-for-sale-at-gulshan-02,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1300 sqft,3,03,03,"Malibag , Dhaka",1.24 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245669/1300-sqft-3-beds-apartment-flats-sale-malibag,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels,Fire Protection",1245 sqft,3,03,03,"Malibag , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245567/under-construction-apartment-flats-sale-malibag,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Purbachal , Dhaka",20.00 Lac,Residential Plot,https://www.bdhousing.com/details/244599/5-katha-under-development-residential-plot-sale-purbachal,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Purbachal , Dhaka",13.00 Lac,Residential Plot,https://www.bdhousing.com/details/238987/3-katha-residential-plot-for-sale-at-purbachal,Sale
"Security,Lift,Fire exit,WASA connection,Hot water and heating,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Fire Protection",2315 sqft,3,04,04,"Dhanmondi , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244458/4-beds-apartment-flats-sale-dhanmondi,Sale
"Security,Lift,Fire exit,WASA connection,Gas Connection,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Garden,Solar panels",1123 sqft,2,03,03,"Malibag , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238650/1123-sqft-3-beds-under-construction-apartment-flats-for-sale-at-malibag,Sale
,9 Katha,,,,"Gollamari , Khulna",5.10 Lac,Residential Plot,https://www.bdhousing.com/details/244303/9-katha-ready-residential-plot-for-sale-at-gollamari,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245717/3-katha-ready-residential-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,WASA connection,Gas Connection,Electricity,Generator,Inter com,Garden",1305 sqft,3,03,03,"Dhanmondi , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238192/ready-apartment-flats-of-1225-sqft-3-bedss-for-sale-at-sonkor-west-dhanmondi,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",13.00 Lac,Residential Plot,https://www.bdhousing.com/details/244802/3-katha-under-development-residential-plot-sale-keraniganj-modhu-city,Sale
"Security,Lift,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels",1517 sqft,3,03,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/240915/1490-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1480 sqft,3,03,03,"Bashundhara R/A , Dhaka",1.50 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245664/3-beds-flats-sale-bashundhara,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1200 sqft,2,03,03,"Savar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245445/1200-sqft-3-beds-under-construction-apartment-flats-for-sale-at-savar,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",1000 Katha,,,,"Gazipur Sadar , Gazipur",,Agriculture/Farm Land,https://www.bdhousing.com/details/244862/1000-katha-ready-agriculture-farm-land-sale-gazipur-sadar,Sale
"Security,Lift,Hot water and heating,Gas Connection,Electricity,Generator,Inter com,CCTV,Wi-Fi connectivity,Satellite or cable TV,Garden,Solar panels,Servent Room",2530 sqft,4,04,04,"Bashundhara R/A , Dhaka",1.85 Cr.,Apartment/Flats,https://www.bdhousing.com/details/243452/2530-sqft-4-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Mohammadpur , Dhaka",15.00 Cr.,Commercial Plot,https://www.bdhousing.com/details/245706/3-katha-ready-commercial-plot-sale-mohammadpur,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Pool,Gymnasium,Garden,Solar panels,Servent Room,Servent Toilet,Fire Protection",2520 sqft,3,03,03,"Banani , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/241568/2520-2550-sqft-3-beds-under-construction-flats-for-sale-at-banani,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Mohammadpur , Dhaka",15.00 Lac,Residential Plot,https://www.bdhousing.com/details/245214/5-katha-upcoming-residential-plot-sale-mohammadpur,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",20 Katha,,,,"Keraniganj , Dhaka",,Commercial Plot,https://www.bdhousing.com/details/245721/20-katha-ready-commercial-plot-for-sale-at-keraniganj,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245156/residential-plot-sale-Basila,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245132/under-development-residential-plot-sale-basila,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2510 sqft,4,04,04,"Bashundhara R/A , Dhaka",,Land Sharing Flat,https://www.bdhousing.com/details/245339/4-beds-land-sharing-flat-sale-bashundhara,Sale
"Security,Lift,WASA connection,Gas Connection,Generator,Inter com,CCTV,Wi-Fi connectivity,Garden,Solar panels",1504 sqft,2,03,03,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238565/1504-sqft-3-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245107/%E0%A6%B8-%E0%A6%A7-%E0%A6%AF-%E0%A6%B0-%E0%A6%AE%E0%A6%A7-%E0%A6%AF-%E0%A6%B8-%E0%A6%AC%E0%A6%AA-%E0%A6%A8-%E0%A6%B0-%E0%A6%AC-%E0%A7%9C-%E0%A6%AF-%E0%A6%A5-%E0%A6%89%E0%A6%A6-%E0%A6%AF-%E0%A6%97-%E0%A6%97%E0%A7%9C,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",2150 sqft,,05,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/244311/2150-sqft-4-beds-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Banks",3 Katha,,,,"Keraniganj , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245614/3-katha-ready-residential-plot-for-sale-at-keraniganj,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Purbachal , Dhaka",9.75 Lac,Residential Plot,https://www.bdhousing.com/details/235951/3-katha-plot-near-avenue-road,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Gas,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",5 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245097/5-katha-ready-residential-plot-sale-basila,Sale
"Mosque/Prayer Room,Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Pool,Gymnasium,Garden,Solar panels,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1495 sqft,4,03,03,"Aftab Nagar , Dhaka",1.27 Cr.,Apartment/Flats,https://www.bdhousing.com/details/245536/1495-sqft-3-beds-almost-ready-apartment-flats-for-sale-at-aftab-nagar,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Keraniganj , Dhaka",33.00 Lac,Residential Plot,https://www.bdhousing.com/details/245715/3-katha-ready-residential-plot-sale-keraniganj,Sale
"Security,Lift,WASA connection,Gas Connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Garden,Solar panels,Servent Room,Servent Toilet",2160 sqft,3,04,04,"Bashundhara R/A , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245253/2160-sqft-4-bed-under-construction-apartment-flats-for-sale-at-bashundhara-r-a,Sale
"Eid congregation place,Mosque,Graveyard,Play Ground,Security,Lakes,Parks,School,College,Universities,Hospital,Bazaar,Water Supply,Fire Services,Civil Defense,Police Box,Post Office,Banks",3 Katha,,,,"Basila , Dhaka",,Residential Plot,https://www.bdhousing.com/details/245121/3-katha-ready-residential-plot-sale-Basila,Sale
"Security,Lift,Fire exit,WASA connection,Self Water supply,Hot water and heating,Gas Connection,Electricity,Generator,Telephone line,Inter com,CCTV,Wi-Fi connectivity,Security Alarm System,Satellite or cable TV,Electronic security,Guest Parking,Servent Room,Servent Toilet,Fire Protection",1300 sqft,3,03,03,"Mirpur 1 , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/245422/1300-sqft-3-beds-under-construction-flats-for-sale-at-mirpur-1,Sale
"Security,Lift,Fire exit,WASA connection,Cylinder Gas,Electricity,Generator,Telephone line,Inter com,CCTV,Garden,Solar panels",1395 sqft,2,03,03,"Sayedabad , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/241625/1395-sqft-3-beds-under-construction-flats-for-sale-at-sayedabad,Sale
"Security,Lift,Fire exit,WASA connection,Electricity,Generator,Telephone line,Inter com,CCTV,Satellite or cable TV,Electronic security,Garden,Solar panels",1043 sqft,2,02,03,"Rayerbazar , Dhaka",,Apartment/Flats,https://www.bdhousing.com/details/238775/1043-sqft-3-beds-apartment-flats-for-sale,Sale
